ID,totalpobl,dens pob,hogares,Desocupado,0 - 14,65 y mayor,Inicial (j,Primario,EGB,Secundario,Polimodal,Superior n,Universita,Post unive,lee_y _esc,NoLee_ni_e,Hacinamien,sin red ag,Sin cloaca,macroz_2,Clasifica,Seccion,X_WGS,Y_WGS,Calidad_Residuo
78,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85486,-32.86613,
79,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.8539,-32.86618,
80,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85388,-32.86621,
81,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85485,-32.86627,
82,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85385,-32.86659,
83,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.8548,-32.86664,
84,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85378,-32.86723,
85,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85372,-32.86779,
224,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85702,-32.87372,
225,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85729,-32.87472,
226,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85758,-32.87575,
318,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.85793,-32.88602,
319,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.85678,-32.88625,
506,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85087,-32.89995,
507,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85091,-32.90027,
508,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85094,-32.9006,
509,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85143,-32.90061,
510,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85097,-32.90093,
511,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85152,-32.90126,
512,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85102,-32.90129,
513,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85056,-32.90133,
514,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85114,-32.9024,
540,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85123,-32.89971,
541,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85165,-32.90061,
542,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85171,-32.90115,
543,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85176,-32.90168,
544,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85182,-32.90221,
545,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85184,-32.90237,
546,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85179,-32.90237,
547,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.8517,-32.90238,
548,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85162,-32.90238,
549,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85184,-32.90239,
735,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85683,-32.87263,
736,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85655,-32.87381,
739,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85669,-32.8743,
740,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.8562,-32.87275,
741,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.8563,-32.8733,
742,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85609,-32.8739,
743,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85638,-32.87384,
744,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85625,-32.87439,
746,581,74.107,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,4,6,-68.85785,-32.87681,
748,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.85707,-32.88735,
749,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.85899,-32.887,
750,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.85891,-32.88585,
751,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,5,-68.86121,-32.88657,
753,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,9,-68.86099,-32.88544,
754,770,56.481,299,10,88,154,12,73,24,140,19,62,380,38,740,14,0,0,2,6,4,9,-68.86122,-32.88657,
1491,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85506,-32.86402,
1492,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85457,-32.86903,
1493,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85365,-32.86899,
1494,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85297,-32.86894,
1495,878,69.804,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,6,4,6,-68.85367,-32.86837,
2111,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,6,4,2,-68.85062,-32.90318,
171,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.8368,-32.87045,
215,612,73.179,212,24,105,93,16,68,36,120,19,62,244,24,578,15,0,0,3,6,4,6,-68.85814,-32.87353,
216,612,73.179,212,24,105,93,16,68,36,120,19,62,244,24,578,15,0,0,3,6,4,6,-68.85774,-32.8736,
217,612,73.179,212,24,105,93,16,68,36,120,19,62,244,24,578,15,0,0,3,6,4,6,-68.85761,-32.87298,
218,612,73.179,212,24,105,93,16,68,36,120,19,62,244,24,578,15,0,0,3,6,4,6,-68.85759,-32.87362,
221,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.85949,-32.87214,
223,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,6,-68.85859,-32.87239,
1366,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.85502,-32.87956,
1367,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.8535,-32.87984,
1368,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.85178,-32.88017,
1369,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.8515,-32.87915,
1370,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.85106,-32.87923,
1371,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.85474,-32.87852,
1372,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,6,4,6,-68.85322,-32.87882,
1563,612,73.179,212,24,105,93,16,68,36,120,19,62,244,24,578,15,0,0,3,6,4,6,-68.85752,-32.87251,
1971,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86087,-32.87083,
1972,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86108,-32.86959,
1974,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,6,-68.85837,-32.87109,
1975,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,6,-68.85844,-32.87154,
1978,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86028,-32.87204,
1979,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86009,-32.87092,
1980,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86306,-32.87206,
1981,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.85927,-32.87081,
1982,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86066,-32.872,
1983,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86145,-32.87196,
1984,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.8622,-32.87188,
1985,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86048,-32.87088,
1986,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86166,-32.87074,
1987,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86128,-32.87078,
1988,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86205,-32.8707,
1989,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86124,-32.87052,
1990,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86044,-32.87067,
1991,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,6,4,7,-68.86103,-32.86933,
2278,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83623,-32.87342,
2286,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83732,-32.87253,
2287,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83668,-32.87266,
2288,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83575,-32.87153,
2289,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83607,-32.87277,
2290,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83607,-32.87279,
2291,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83749,-32.87319,
2292,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83704,-32.87142,
2297,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83548,-32.87043,
2303,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83695,-32.87608,
2304,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83693,-32.87612,
2306,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83795,-32.87501,
2307,924,54.775,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,6,4,,-68.83685,-32.8733,
222,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,3,2,7,-68.85945,-32.87228,
441,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,2,1,5,-68.85161,-32.89586,
442,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,2,1,5,-68.85168,-32.89609,
443,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,2,1,2,-68.85147,-32.89593,
444,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,2,1,2,-68.85146,-32.89595,
539,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,5,-68.85309,-32.90233,
550,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85267,-32.90061,
551,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85275,-32.90111,
552,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85281,-32.90167,
553,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85283,-32.90221,
554,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85285,-32.90236,
555,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85283,-32.90237,
556,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85285,-32.9025,
557,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,2,1,2,-68.85283,-32.9025,
558,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85186,-32.90275,
559,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85186,-32.9027,
560,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85187,-32.90279,
561,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85184,-32.9027,
562,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85178,-32.90307,
563,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85189,-32.90305,
564,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85189,-32.90306,
565,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85185,-32.90258,
566,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,,-68.85285,-32.90258,
567,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,,-68.85283,-32.90258,
568,708,,263,24,133,93,20,112,21,176,34,53,220,19,640,31,0,0,5,15,6,2,-68.85191,-32.90304,
569,708,,263,24,133,93,20,112,21,176,34,53,220,19,640,31,0,0,5,15,6,,-68.85285,-32.9027,
1070,477,,133,8,76,81,15,99,10,160,14,41,110,1,438,23,0,0,4,15,6,,-68.8311,-32.89331,
1072,477,,133,8,76,81,15,99,10,160,14,41,110,1,438,23,0,0,4,2,1,3,-68.83091,-32.8927,
1129,115,75.114,60,7,8,28,5,11,1,26,3,12,52,3,108,6,0,0,2,1,1,2,-68.84128,-32.89254,
1152,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.84891,-32.89607,
1153,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.85016,-32.89601,
1154,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,2,1,2,-68.85107,-32.89438,
1155,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.84875,-32.89548,
1156,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.84981,-32.89466,
1157,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.85047,-32.89454,
1158,541,51.914,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,1,1,2,-68.84858,-32.89481,
1373,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.85015,-32.88413,
1374,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.84863,-32.8844,
1375,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.85155,-32.88272,
1376,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.84988,-32.88303,
1377,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.8506,-32.87932,
1378,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.85105,-32.88031,
1379,794,28.139,297,32,104,127,19,122,21,175,38,88,265,24,736,27,0,0,8,2,1,6,-68.85134,-32.8816,
1973,583,54.117,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,3,2,7,-68.86229,-32.87211,
2115,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85067,-32.90318,
2116,631,64.991,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,15,6,2,-68.85062,-32.90319,
265,571,81.525,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,2,1,1,-68.84122,-32.87767,
266,571,81.525,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,2,1,1,-68.84153,-32.87878,
276,571,81.525,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,2,1,1,-68.84057,-32.87974,
373,579,47.891,223,7,56,124,8,49,10,105,14,61,290,25,558,7,0,0,1,2,1,5,-68.86039,-32.89135,
379,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85666,-32.89194,
380,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85661,-32.89194,
383,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85472,-32.8923,
384,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85306,-32.89261,
480,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83999,-32.89935,
481,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84169,-32.89936,
482,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84044,-32.9003,
487,1020,229.937,358,41,192,91,30,96,72,213,49,140,342,16,941,33,0,0,1,2,1,2,-68.83993,-32.89923,
488,1020,229.937,358,41,192,91,30,96,72,213,49,140,342,16,941,33,0,0,1,2,1,2,-68.83997,-32.8993,
490,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83906,-32.90056,
495,1020,229.937,358,41,192,91,30,96,72,213,49,140,342,16,941,33,0,0,1,2,1,2,-68.83876,-32.89945,
1124,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85067,-32.89192,
1127,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85098,-32.893,
1128,548,40.575,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,2,1,5,-68.85113,-32.89297,
1443,571,81.525,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,2,1,1,-68.84176,-32.87959,
1444,571,81.525,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,2,1,1,-68.84033,-32.87478,
1517,1016,10.684,311,37,184,130,32,141,43,261,50,145,284,11,945,38,0,0,1,4,2,9,-68.86123,-32.88367,
1523,1016,10.684,311,37,184,130,32,141,43,261,50,145,284,11,945,38,0,0,1,3,2,7,-68.86619,-32.88278,
1524,1016,10.684,311,37,184,130,32,141,43,261,50,145,284,11,945,38,0,0,1,3,2,7,-68.86453,-32.87795,
1530,1016,10.684,311,37,184,130,32,141,43,261,50,145,284,11,945,38,0,0,1,2,1,7,-68.85992,-32.88,
2185,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84169,-32.90246,
2186,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.83965,-32.90286,
2187,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.83952,-32.90234,
2188,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84056,-32.90269,
2190,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.83931,-32.90293,
2191,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.83823,-32.90257,
2195,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84246,-32.90228,
2198,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.8429,-32.90396,
2199,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84285,-32.90396,
2200,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84265,-32.90399,
2201,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84213,-32.90379,
2202,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84094,-32.90413,
2203,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84075,-32.90342,
2204,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.83837,-32.90311,
2205,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84269,-32.90313,
2206,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,2,-68.84281,-32.90365,
2207,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,6,-68.84095,-32.90417,
2208,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.84102,-32.90416,
2209,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.83994,-32.90428,
2210,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.8387,-32.90442,
2211,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.8383,-32.90446,
2214,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.83944,-32.90434,
2216,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,,-68.84221,-32.90403,
2217,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,2,1,,-68.84214,-32.90404,
2218,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,6,-68.84211,-32.90404,
2220,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.8379,-32.9045,
2221,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,,-68.83798,-32.90449,
2223,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,2,-68.83938,-32.90434,
2224,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,2,-68.83938,-32.90431,
2226,571,41.15,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,15,6,2,-68.83869,-32.90439,
2227,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.8378,-32.90081,
2228,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83921,-32.90116,
2229,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83794,-32.9014,
2230,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84081,-32.90148,
2232,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84219,-32.90124,
2234,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84206,-32.90075,
2235,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83683,-32.90099,
2241,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83936,-32.90173,
2243,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.83808,-32.90194,
2244,472,36.626,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,2,1,2,-68.84027,-32.90158,
456,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,5,-68.85173,-32.89625,
457,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,5,-68.85217,-32.89787,
458,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,5,-68.85257,-32.89937,
459,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.85121,-32.8979,
460,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.85065,-32.8979,
461,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,2,-68.85143,-32.89611,
462,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,2,-68.85158,-32.89625,
463,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,2,1,2,-68.85243,-32.89939,
472,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,6,4,2,-68.84304,-32.89941,
473,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,6,4,2,-68.84306,-32.8995,
474,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,6,4,2,-68.84341,-32.8995,
475,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.84227,-32.89651,
476,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.84257,-32.89765,
477,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.84266,-32.89799,
478,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.84386,-32.89824,
479,562,13.145,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,1,1,2,-68.84298,-32.89923,
