ID,x_wgs,y_wgs
997,-68.86527,-32.90135
998,-68.8647,-32.90123
999,-68.86432,-32.90152
1000,-68.83685,-32.89484
1001,-68.83765,-32.89491
1002,-68.83752,-32.89425
1003,-68.83683,-32.89504
1004,-68.83746,-32.89388
1005,-68.83843,-32.89423
1006,-68.83818,-32.8931
1007,-68.83736,-32.89335
1008,-68.83996,-32.89278
1009,-68.84023,-32.89387
1010,-68.84032,-32.89419
1011,-68.83968,-32.89172
1012,-68.8394,-32.89063
1013,-68.8289,-32.88623
1014,-68.82947,-32.88776
1015,-68.84101,-32.89148
1016,-68.83152,-32.8901
1017,-68.8328,-32.89002
1018,-68.83055,-32.89016
1019,-68.83435,-32.8899
1020,-68.83565,-32.89105
1021,-68.8356,-32.8898
1022,-68.83834,-32.89082
1023,-68.83084,-32.89134
1024,-68.83159,-32.89129
1025,-68.83445,-32.89112
1026,-68.83285,-32.89121
1027,-68.83142,-32.8888
1028,-68.83022,-32.88885
1029,-68.83275,-32.88873
1030,-68.8298,-32.88887
1031,-68.83139,-32.88768
1032,-68.8327,-32.88762
1033,-68.83001,-32.88774
1034,-68.84185,-32.89473
1035,-68.84265,-32.89458
1036,-68.84308,-32.8945
1037,-68.84054,-32.89498
1038,-68.84156,-32.89362
1039,-68.84278,-32.89338
1040,-68.83163,-32.89275
1041,-68.83455,-32.89273
1042,-68.83295,-32.89283
1043,-68.83251,-32.89284
1044,-68.83211,-32.89285
1045,-68.8348,-32.89606
1046,-68.83425,-32.88867
1047,-68.83416,-32.88756
1048,-68.83469,-32.89491
1049,-68.83293,-32.89518
1050,-68.83229,-32.89424
1051,-68.83299,-32.89412
1052,-68.83294,-32.89522
1053,-68.83463,-32.89382
1054,-68.8355,-32.88749
1055,-68.83554,-32.88862
1056,-68.83054,-32.89144
1057,-68.83304,-32.89551
1058,-68.83473,-32.89578
1059,-68.83471,-32.89537
1060,-68.83018,-32.89018
1061,-68.83948,-32.89519
1062,-68.83359,-32.89628
1063,-68.83422,-32.89725
1064,-68.83545,-32.89913
1065,-68.82852,-32.88513
1066,-68.83578,-32.89292
1067,-68.83609,-32.89414
1068,-68.83709,-32.89096
1069,-68.83653,-32.89574
1070,-68.8311,-32.89331
1071,-68.83589,-32.89978
1072,-68.83091,-32.8927
1073,-68.8355,-32.89525
1074,-68.83506,-32.89532
1075,-68.84915,-32.89217
1076,-68.84792,-32.89241
1077,-68.83519,-32.8943
1078,-68.83512,-32.89482
1079,-68.83633,-32.89512
1080,-68.83536,-32.89286
1081,-68.83526,-32.89372
1082,-68.85054,-32.89193
1083,-68.85084,-32.89302
1084,-68.85071,-32.89304
1085,-68.85041,-32.89194
1086,-68.85015,-32.89092
1087,-68.84733,-32.89369
1088,-68.85257,-32.88818
1089,-68.85118,-32.88845
1090,-68.8505,-32.88858
1091,-68.85228,-32.8871
1092,-68.85105,-32.88733
1093,-68.84977,-32.88872
1094,-68.84948,-32.88764
1095,-68.84938,-32.88766
1096,-68.84966,-32.88874
1097,-68.84928,-32.88764
1098,-68.84928,-32.88767
1099,-68.85553,-32.88764
1100,-68.85381,-32.88796
1101,-68.85352,-32.88687
1102,-68.85125,-32.88928
1103,-68.85128,-32.88959
1104,-68.85286,-32.88929
1105,-68.8561,-32.88981
1106,-68.85581,-32.88873
1107,-68.8541,-32.88905
1108,-68.85069,-32.88936
1109,-68.8514,-32.89069
1110,-68.85417,-32.89017
1111,-68.8525,-32.89048
1112,-68.84995,-32.88942
1113,-68.85017,-32.89019
1114,-68.85314,-32.89037
1115,-68.85131,-32.88991
1116,-68.85437,-32.89013
1117,-68.8516,-32.88389
1118,-68.85269,-32.88384
1119,-68.85037,-32.89088
1120,-68.85025,-32.8909
1121,-68.85014,-32.8909
1122,-68.84986,-32.88985
1123,-68.84888,-32.89114
1124,-68.85067,-32.89192
1125,-68.85131,-32.89181
1126,-68.84251,-32.89231
1127,-68.85098,-32.893
1128,-68.85113,-32.89297
1129,-68.84128,-32.89254
1130,-68.84519,-32.89182
1131,-68.8464,-32.89159
1132,-68.84497,-32.89186
1133,-68.84379,-32.89208
1134,-68.84288,-32.89635
1135,-68.84203,-32.89546
1136,-68.84274,-32.89499
1137,-68.84191,-32.89499
1138,-68.84434,-32.89426
1139,-68.84945,-32.89328
1140,-68.84824,-32.89352
1141,-68.84712,-32.89616
1142,-68.84624,-32.89619
1143,-68.84763,-32.89507
1144,-68.84719,-32.89513
1145,-68.84785,-32.89612
1146,-68.84565,-32.89401
1147,-68.84559,-32.89402
1148,-68.84668,-32.89265
1149,-68.84696,-32.89376
1150,-68.84545,-32.89287
1151,-68.84572,-32.894
1152,-68.84891,-32.89607
1153,-68.85016,-32.89601
1154,-68.85107,-32.89438
1155,-68.84875,-32.89548
1156,-68.84981,-32.89466
1157,-68.85047,-32.89454
1158,-68.84858,-32.89481
1159,-68.84405,-32.89314
1160,-68.84526,-32.89292
1161,-68.85541,-32.89594
1162,-68.85533,-32.89498
1163,-68.85339,-32.89487
1164,-68.84073,-32.89571
1165,-68.85108,-32.89338
1166,-68.85949,-32.8981
1167,-68.8582,-32.89813
1168,-68.83817,-32.89652
1169,-68.85976,-32.90043
1170,-68.85838,-32.90043
1171,-68.85937,-32.89689
1172,-68.85813,-32.89691
1173,-68.85829,-32.89935
1174,-68.85962,-32.89934
1175,-68.85918,-32.89576
1176,-68.85936,-32.89682
1177,-68.85805,-32.89395
1178,-68.85902,-32.89487
1179,-68.85837,-32.89497
1180,-68.85895,-32.89379
1181,-68.85083,-32.89953
1182,-68.85725,-32.90216
1183,-68.85084,-32.89968
1184,-68.8432,-32.90006
1185,-68.84335,-32.90061
1186,-68.84472,-32.90074
1187,-68.82265,-32.8672
1188,-68.82272,-32.86777
1189,-68.82556,-32.86782
1190,-68.82413,-32.86715
1191,-68.8242,-32.86789
1192,-68.82406,-32.8665
1193,-68.82547,-32.86712
1194,-68.82262,-32.867
1195,-68.82428,-32.86867
1196,-68.82274,-32.86796
1197,-68.82257,-32.86662
1198,-68.82172,-32.867
1199,-68.82168,-32.867
1200,-68.82558,-32.86866
1201,-68.82917,-32.871
1202,-68.82912,-32.86993
1203,-68.8291,-32.8694
1204,-68.8292,-32.87196
1205,-68.82478,-32.87331
1206,-68.82037,-32.87322
1207,-68.82056,-32.87375
1208,-68.8181,-32.86961
1209,-68.81954,-32.87132
1210,-68.81955,-32.87133
1211,-68.82061,-32.87358
1212,-68.8206,-32.87351
1213,-68.81736,-32.86809
1214,-68.81735,-32.86805
1215,-68.81734,-32.86799
1216,-68.81738,-32.86809
1217,-68.82002,-32.87222
1218,-68.82005,-32.87225
1219,-68.81739,-32.86819
1220,-68.81739,-32.86823
1221,-68.81862,-32.87027
1222,-68.81863,-32.87029
1223,-68.8174,-32.86826
1224,-68.81919,-32.87088
1225,-68.8173,-32.86742
1226,-68.81768,-32.86891
1227,-68.81737,-32.86815
1228,-68.81733,-32.86795
1229,-68.81762,-32.86879
1230,-68.81767,-32.86889
1231,-68.8202,-32.8728
1232,-68.81892,-32.87061
1233,-68.81765,-32.86886
1234,-68.81733,-32.86793
1235,-68.8173,-32.86769
1236,-68.81853,-32.87017
1237,-68.8319,-32.86964
1238,-68.83044,-32.86979
1239,-68.83199,-32.87183
1240,-68.8305,-32.87086
1241,-68.83055,-32.8719
1242,-68.82802,-32.88273
1243,-68.82738,-32.88033
1244,-68.83194,-32.8707
1245,-68.8306,-32.87292
1246,-68.83204,-32.87281
1247,-68.83215,-32.87524
1248,-68.83073,-32.87533
1249,-68.83066,-32.87402
1250,-68.8321,-32.8739
1251,-68.83565,-32.87628
1252,-68.83596,-32.87744
1253,-68.83597,-32.8786
1254,-68.83501,-32.87866
1255,-68.83493,-32.87753
1256,-68.8337,-32.87875
1257,-68.83365,-32.8776
1258,-68.83625,-32.87857
1259,-68.83567,-32.87748
1260,-68.83375,-32.87988
1261,-68.83509,-32.87979
1262,-68.83653,-32.87969
1263,-68.83625,-32.87971
1264,-68.83509,-32.87978
1265,-68.83375,-32.87986
1266,-68.82166,-32.86948
1267,-68.82294,-32.8695
1268,-68.82289,-32.86916
1269,-68.82283,-32.86869
1270,-68.82433,-32.86903
1271,-68.82302,-32.87017
1272,-68.82176,-32.87019
1273,-68.82038,-32.86952
1274,-68.81908,-32.86956
1275,-68.82046,-32.87022
1276,-68.81915,-32.87025
1277,-68.83797,-32.87991
1278,-68.83929,-32.87983
1279,-68.83701,-32.87627
1280,-68.82029,-32.86869
1281,-68.82018,-32.86786
1282,-68.82155,-32.86864
1283,-68.82134,-32.86707
1284,-68.8201,-32.86714
1285,-68.81881,-32.86725
1286,-68.82143,-32.86782
1287,-68.82467,-32.8664
1288,-68.82405,-32.86641
1289,-68.82337,-32.86641
1290,-68.82717,-32.86637
1291,-68.82594,-32.86639
1292,-68.82725,-32.86637
1293,-68.82256,-32.86648
1294,-68.82542,-32.86639
1295,-68.82166,-32.86693
1296,-68.82258,-32.86647
1297,-68.81895,-32.86873
1298,-68.81883,-32.86792
1299,-68.82146,-32.86697
1300,-68.81786,-32.86722
1301,-68.82135,-32.86697
1302,-68.82069,-32.86701
1303,-68.82389,-32.87527
1304,-68.81882,-32.86713
1305,-68.82009,-32.86705
1306,-68.81974,-32.86707
1307,-68.82894,-32.86652
1308,-68.83023,-32.86665
1309,-68.83028,-32.86665
1310,-68.82891,-32.86651
1311,-68.82479,-32.87391
1312,-68.82458,-32.87427
1313,-68.82359,-32.87429
1314,-68.82353,-32.87396
1315,-68.82198,-32.87428
1316,-68.82219,-32.87373
1317,-68.82456,-32.87561
1318,-68.82317,-32.87455
1319,-68.82299,-32.87475
1320,-68.82294,-32.87485
1321,-68.82191,-32.8744
1322,-68.82403,-32.87444
1323,-68.82402,-32.87443
1324,-68.82479,-32.8756
1325,-68.82384,-32.87512
1326,-68.82217,-32.87345
1327,-68.82342,-32.87338
1328,-68.8192,-32.87075
1329,-68.8221,-32.87278
1330,-68.8206,-32.87131
1331,-68.82072,-32.87221
1332,-68.82202,-32.87217
1333,-68.82011,-32.87222
1334,-68.8233,-32.87215
1335,-68.8219,-32.87126
1336,-68.81962,-32.87133
1337,-68.82028,-32.8728
1338,-68.82337,-32.87276
1339,-68.84594,-32.88489
1340,-68.84621,-32.88598
1341,-68.84497,-32.88621
1342,-68.84468,-32.88513
1343,-68.8469,-32.88354
1344,-68.84564,-32.88377
1345,-68.83518,-32.88101
1346,-68.83518,-32.88103
1347,-68.83661,-32.87999
1348,-68.83385,-32.88113
1349,-68.83243,-32.88121
1350,-68.831,-32.88133
1351,-68.82963,-32.88142
1352,-68.83385,-32.88111
1353,-68.83929,-32.88496
1354,-68.84055,-32.88472
1355,-68.84558,-32.87366
1356,-68.84661,-32.87758
1357,-68.84538,-32.87781
1358,-68.84695,-32.87886
1359,-68.84677,-32.87819
1360,-68.84573,-32.87909
1361,-68.84544,-32.87802
1362,-68.84555,-32.87842
1363,-68.84194,-32.87957
1364,-68.84448,-32.87926
1365,-68.84318,-32.87943
1366,-68.85502,-32.87956
1367,-68.8535,-32.87984
1368,-68.85178,-32.88017
1369,-68.8515,-32.87915
1370,-68.85106,-32.87923
1371,-68.85474,-32.87852
1372,-68.85322,-32.87882
1373,-68.85015,-32.88413
1374,-68.84863,-32.8844
1375,-68.85155,-32.88272
1376,-68.84988,-32.88303
1377,-68.8506,-32.87932
1378,-68.85105,-32.88031
1379,-68.85134,-32.8816
1380,-68.84885,-32.87408
1381,-68.84756,-32.87432
1382,-68.84926,-32.87573
1383,-68.84939,-32.87623
1384,-68.85066,-32.87599
1385,-68.85093,-32.877
1386,-68.84912,-32.87515
1387,-68.84854,-32.8764
1388,-68.84966,-32.87724
1389,-68.85012,-32.87824
1390,-68.84702,-32.87442
1391,-68.84755,-32.87543
1392,-68.8512,-32.87805
1393,-68.85077,-32.87813
1394,-68.8367,-32.88463
1395,-68.83779,-32.88456
1396,-68.83532,-32.88359
1397,-68.83537,-32.88471
1398,-68.83404,-32.88479
1399,-68.83398,-32.88364
1400,-68.83258,-32.88488
1401,-68.83254,-32.88369
1402,-68.83115,-32.88375
1403,-68.82977,-32.8838
1404,-68.83675,-32.88593
1405,-68.83815,-32.88587
1406,-68.83543,-32.88598
1407,-68.83122,-32.88496
1408,-68.82984,-32.88504
1409,-68.83797,-32.88521
1410,-68.83409,-32.88603
1411,-68.83262,-32.88608
1412,-68.83128,-32.88614
1413,-68.82991,-32.88619
1414,-68.84719,-32.88466
1415,-68.84525,-32.88726
1416,-68.84777,-32.8868
1417,-68.84652,-32.88703
1418,-68.84649,-32.88704
1419,-68.84747,-32.88574
1420,-68.84774,-32.88681
1421,-68.84899,-32.88657
1422,-68.8491,-32.88656
1423,-68.84602,-32.88013
1424,-68.84475,-32.88029
1425,-68.84344,-32.88046
1426,-68.8487,-32.88552
1427,-68.84881,-32.8855
1428,-68.84223,-32.88062
1429,-68.8463,-32.88123
1430,-68.84503,-32.88143
1431,-68.85044,-32.88515
1432,-68.85133,-32.88499
1433,-68.85021,-32.8852
1434,-68.85118,-32.88551
1435,-68.84839,-32.88444
1436,-68.84851,-32.88442
1437,-68.84827,-32.88446
1438,-68.84892,-32.88548
1439,-68.8492,-32.88657
1440,-68.85199,-32.88605
1441,-68.851,-32.88623
1442,-68.82823,-32.8815
1443,-68.84176,-32.87959
1444,-68.84033,-32.87478
1445,-68.82971,-32.88264
1446,-68.83525,-32.88235
1447,-68.83392,-32.88242
1448,-68.83249,-32.88249
1449,-68.83107,-32.88257
1450,-68.84661,-32.88244
1451,-68.84083,-32.88078
1452,-68.84203,-32.88065
1453,-68.85668,-32.86568
1454,-68.85663,-32.86517
1455,-68.8566,-32.86487
1456,-68.85391,-32.87037
1457,-68.85312,-32.87033
1458,-68.85474,-32.87041
1459,-68.8557,-32.8705
1460,-68.85166,-32.87031
1461,-68.85169,-32.87031
1462,-68.8524,-32.87029
1463,-68.85546,-32.86908
1464,-68.84606,-32.86859
1465,-68.85079,-32.86892
1466,-68.85009,-32.86889
1467,-68.85779,-32.87067
1468,-68.85644,-32.87056
1469,-68.85709,-32.87061
1470,-68.85099,-32.87035
1471,-68.8503,-32.87039
1472,-68.85015,-32.86936
1473,-68.84482,-32.86924
1474,-68.85246,-32.86891
1475,-68.85251,-32.8683
1476,-68.85219,-32.8689
1477,-68.85148,-32.86886
1478,-68.84469,-32.86253
1479,-68.84526,-32.86255
1480,-68.85163,-32.86887
1481,-68.85172,-32.86779
1482,-68.84873,-32.86289
1483,-68.84923,-32.86297
1484,-68.84979,-32.86306
1485,-68.85058,-32.86318
1486,-68.85134,-32.86322
1487,-68.85211,-32.86327
1488,-68.85294,-32.86331
1489,-68.84582,-32.86256
1490,-68.84644,-32.86258
1491,-68.85506,-32.86402
1492,-68.85457,-32.86903
1493,-68.85365,-32.86899
1494,-68.85297,-32.86894
1495,-68.85367,-32.86837
1496,-68.84877,-32.8687
1497,-68.8493,-32.86874
1498,-68.84938,-32.86766
1499,-68.84609,-32.86718
1500,-68.84751,-32.86755
1501,-68.84834,-32.86759
1502,-68.84665,-32.86858
1503,-68.84675,-32.8675
1504,-68.84606,-32.86855
1505,-68.84604,-32.86745
1506,-68.85016,-32.8677
1507,-68.85094,-32.86775
1508,-68.84885,-32.86763
1509,-68.87079,-32.87472
1510,-68.87104,-32.87556
1511,-68.87035,-32.87572
1512,-68.86965,-32.87589
1513,-68.86607,-32.86373
1514,-68.86424,-32.86363
1515,-68.86527,-32.86369
1516,-68.86603,-32.86373
1517,-68.86123,-32.88367
1518,-68.85009,-32.86878
1519,-68.85084,-32.86883
1520,-68.87024,-32.87764
1521,-68.86891,-32.87606
1522,-68.86947,-32.87766
1523,-68.86619,-32.88278
1524,-68.86453,-32.87795
1525,-68.85814,-32.87786
1526,-68.85815,-32.87787
1527,-68.86981,-32.87838
1528,-68.87038,-32.88002
1529,-68.8597,-32.87889
1530,-68.85992,-32.88
1531,-68.86972,-32.8784
1532,-68.87047,-32.87821
1533,-68.85857,-32.88249
1534,-68.85862,-32.88283
1535,-68.85715,-32.88298
1536,-68.85713,-32.87914
1537,-68.85618,-32.87933
1538,-68.85842,-32.8789
1539,-68.85672,-32.87814
1540,-68.90809,-32.88727
1541,-68.91098,-32.88795
1542,-68.91109,-32.88737
1543,-68.91069,-32.88665
1544,-68.91032,-32.88725
1545,-68.91043,-32.88706
1546,-68.90967,-32.886
1547,-68.90967,-32.88624
1548,-68.90954,-32.88673
1549,-68.90883,-32.88609
1550,-68.90869,-32.88673
1551,-68.90874,-32.88655
1552,-68.90831,-32.88662
1553,-68.90906,-32.88542
1554,-68.9099,-32.88768
1555,-68.90784,-32.88722
1556,-68.90834,-32.88732
1557,-68.85871,-32.88357
1558,-68.85732,-32.88363
1559,-68.8606,-32.88349
1560,-68.89875,-32.88694
1561,-68.89894,-32.887
1562,-68.86864,-32.87514
1563,-68.85752,-32.87251
1564,-68.85924,-32.87656
1565,-68.85944,-32.87762
1566,-68.9104,-32.8833
1567,-68.9081,-32.88493
1568,-68.89722,-32.88646
1569,-68.87064,-32.86901
1570,-68.8707,-32.8695
1571,-68.87012,-32.87142
1572,-68.86955,-32.87124
1573,-68.87053,-32.87005
1574,-68.87076,-32.87004
1575,-68.89792,-32.87063
1576,-68.89524,-32.87102
1577,-68.89015,-32.86519
1578,-68.88987,-32.86525
1579,-68.89019,-32.86532
1580,-68.88934,-32.86534
1581,-68.88674,-32.86583
1582,-68.91164,-32.88088
1583,-68.91248,-32.8797
1584,-68.91212,-32.88012
1585,-68.91886,-32.87419
1586,-68.89951,-32.87083
1587,-68.87097,-32.87168
1588,-68.89721,-32.86866
1589,-68.89885,-32.86833
1590,-68.89148,-32.86982
1591,-68.89165,-32.87041
1592,-68.89182,-32.871
1593,-68.89164,-32.87036
1594,-68.89901,-32.86892
1595,-68.89488,-32.86976
1596,-68.89741,-32.86924
1597,-68.89199,-32.8716
1598,-68.89183,-32.87104
1599,-68.89917,-32.86956
1600,-68.89506,-32.87039
1601,-68.89854,-32.86721
1602,-68.89437,-32.86793
1603,-68.89677,-32.86744
1604,-68.8961,-32.86758
1605,-68.89113,-32.86858
1606,-68.8913,-32.8692
1607,-68.89129,-32.86914
1608,-68.89147,-32.86977
1609,-68.89869,-32.86772
1610,-68.89454,-32.86855
1611,-68.897,-32.86806
1612,-68.89471,-32.86917
1613,-68.89078,-32.86736
1614,-68.89519,-32.86647
1615,-68.89477,-32.86656
1616,-68.89435,-32.86664
1617,-68.8939,-32.86673
1618,-68.89335,-32.86684
1619,-68.89564,-32.86638
1620,-68.89112,-32.86855
1621,-68.89095,-32.86797
1622,-68.89094,-32.86792
1623,-68.89565,-32.86767
1624,-68.89523,-32.86775
1625,-68.89039,-32.86603
1626,-68.89059,-32.8667
1627,-68.89042,-32.86612
1628,-68.89358,-32.86745
1629,-68.89285,-32.86566
1630,-68.8906,-32.86674
1631,-68.89077,-32.86732
1632,-68.8931,-32.86625
1633,-68.89507,-32.87105
1634,-68.89311,-32.87144
1635,-68.89382,-32.86529
1636,-68.89336,-32.86538
1637,-68.89518,-32.86519
1638,-68.89473,-32.86521
1639,-68.89765,-32.86986
1640,-68.89506,-32.87175
1641,-68.88862,-32.87298
1642,-68.88622,-32.87349
1643,-68.88259,-32.87417
1644,-68.88258,-32.87438
1645,-68.89219,-32.8723
1646,-68.892,-32.87163
1647,-68.86429,-32.86462
1648,-68.86349,-32.8641
1649,-68.86361,-32.86473
1650,-68.86601,-32.86426
1651,-68.86597,-32.86476
1652,-68.86113,-32.86485
1653,-68.86112,-32.86359
1654,-68.86417,-32.86399
1655,-68.86412,-32.86376
1656,-68.8635,-32.86372
1657,-68.86606,-32.86382
1658,-68.91044,-32.88321
1659,-68.86045,-32.86352
1660,-68.86045,-32.86353
1661,-68.86044,-32.86355
1662,-68.8617,-32.86362
1663,-68.86228,-32.86365
1664,-68.86443,-32.86538
1665,-68.86518,-32.86539
1666,-68.86227,-32.86486
1667,-68.86227,-32.8654
1668,-68.86071,-32.86494
1669,-68.86014,-32.86512
1670,-68.86288,-32.86486
1671,-68.8617,-32.86486
1672,-68.86363,-32.86486
1673,-68.86132,-32.8654
1674,-68.86037,-32.86562
1675,-68.86351,-32.86359
1676,-68.8641,-32.86362
1677,-68.86374,-32.86541
1678,-68.86283,-32.8654
1679,-68.8617,-32.8654
1680,-68.87117,-32.87319
1681,-68.87102,-32.87333
1682,-68.87119,-32.87339
1683,-68.89021,-32.86517
1684,-68.89548,-32.86489
1685,-68.89052,-32.86395
1686,-68.89036,-32.86457
1687,-68.87812,-32.86416
1688,-68.87863,-32.86416
1689,-68.88314,-32.86291
1690,-68.88841,-32.86552
1691,-68.8934,-32.86449
1692,-68.8593,-32.86321
1693,-68.88007,-32.86528
1694,-68.88298,-32.86472
1695,-68.88329,-32.86426
1696,-68.87005,-32.86396
1697,-68.87105,-32.87226
1698,-68.87114,-32.87293
1699,-68.87117,-32.87316
1700,-68.87115,-32.87304
1701,-68.87116,-32.87308
1702,-68.88296,-32.86772
1703,-68.88265,-32.86965
1704,-68.87795,-32.86437
1705,-68.86997,-32.87192
1706,-68.87723,-32.86878
1707,-68.87633,-32.86894
1708,-68.87533,-32.86912
1709,-68.87937,-32.86981
1710,-68.87902,-32.86845
1711,-68.87814,-32.86861
1712,-68.8825,-32.86779
1713,-68.87979,-32.8683
1714,-68.87975,-32.86831
1715,-68.87578,-32.8705
1716,-68.87615,-32.8719
1717,-68.87579,-32.87054
1718,-68.88245,-32.86807
1719,-68.88219,-32.86957
1720,-68.87677,-32.87419
1721,-68.87771,-32.87403
1722,-68.8797,-32.87454
1723,-68.87923,-32.87279
1724,-68.87924,-32.87283
1725,-68.87833,-32.87295
1726,-68.87834,-32.87299
1727,-68.87798,-32.87509
1728,-68.87205,-32.87343
1729,-68.87409,-32.87399
1730,-68.87937,-32.87551
1731,-68.87797,-32.87157
1732,-68.87798,-32.8716
1733,-68.87746,-32.87312
1734,-68.87707,-32.87174
1735,-68.87708,-32.87178
1736,-68.87653,-32.87329
1737,-68.87851,-32.87004
1738,-68.88125,-32.87107
1739,-68.87759,-32.87016
1740,-68.8776,-32.87019
1741,-68.88088,-32.87115
1742,-68.88065,-32.87168
1743,-68.87669,-32.87033
1744,-68.8767,-32.87036
1745,-68.87976,-32.87126
1746,-68.87994,-32.8727
1747,-68.87888,-32.87141
1748,-68.87888,-32.87143
1749,-68.8785,-32.86998
1750,-68.87939,-32.86986
1751,-68.87975,-32.87126
1752,-68.87398,-32.86409
1753,-68.86119,-32.86838
1754,-68.86577,-32.87121
1755,-68.86219,-32.86832
1756,-68.86429,-32.86964
1757,-68.86351,-32.86964
1758,-68.86399,-32.86995
1759,-68.88246,-32.86961
1760,-68.88264,-32.86848
1761,-68.8801,-32.86972
1762,-68.88048,-32.87114
1763,-68.87958,-32.86766
1764,-68.87397,-32.86938
1765,-68.87522,-32.86871
1766,-68.88236,-32.87027
1767,-68.86454,-32.8682
1768,-68.86444,-32.86769
1769,-68.8617,-32.86813
1770,-68.86211,-32.86806
1771,-68.8628,-32.86846
1772,-68.86335,-32.8686
1773,-68.86524,-32.8684
1774,-68.86594,-32.87064
1775,-68.86412,-32.87069
1776,-68.86202,-32.86849
1777,-68.86462,-32.86858
1778,-68.86547,-32.86996
1779,-68.86437,-32.86952
1780,-68.86493,-32.86977
1781,-68.87007,-32.86446
1782,-68.87006,-32.86402
1783,-68.86029,-32.8697
1784,-68.85911,-32.86984
1785,-68.86068,-32.86965
1786,-68.85989,-32.86975
1787,-68.85831,-32.87071
1788,-68.8582,-32.86995
1789,-68.86851,-32.86394
1790,-68.86025,-32.86948
1791,-68.86005,-32.87069
1792,-68.85984,-32.8695
1793,-68.85907,-32.86961
1794,-68.85871,-32.86867
1795,-68.85931,-32.8686
1796,-68.85802,-32.86876
1797,-68.8601,-32.8685
1798,-68.85969,-32.86855
1799,-68.85849,-32.86684
1800,-68.86083,-32.87057
1801,-68.86063,-32.86938
1802,-68.87058,-32.86849
1803,-68.85768,-32.8804
1804,-68.85875,-32.8802
1805,-68.85652,-32.88062
1806,-68.87052,-32.86797
1807,-68.87045,-32.86746
1808,-68.87298,-32.88441
1809,-68.87345,-32.88436
1810,-68.86988,-32.88491
1811,-68.87339,-32.88514
1812,-68.8734,-32.88513
1813,-68.87345,-32.88543
1814,-68.87344,-32.88544
1815,-68.86688,-32.88548
1816,-68.86852,-32.86386
1817,-68.87351,-32.88186
1818,-68.87361,-32.88179
1819,-68.8733,-32.88417
1820,-68.87344,-32.88433
1821,-68.86793,-32.86384
1822,-68.86925,-32.86391
1823,-68.86998,-32.86396
1824,-68.8686,-32.86387
1825,-68.92006,-32.87191
1826,-68.8627,-32.88627
1827,-68.86299,-32.88647
1828,-68.86933,-32.88613
1829,-68.87002,-32.88655
1830,-68.87016,-32.88664
1831,-68.87286,-32.8857
1832,-68.86329,-32.88616
1833,-68.86326,-32.88635
1834,-68.86984,-32.88597
1835,-68.86932,-32.88614
1836,-68.86753,-32.8887
1837,-68.87038,-32.88836
1838,-68.86682,-32.8888
1839,-68.86676,-32.8876
1840,-68.86721,-32.88882
1841,-68.86345,-32.8885
1842,-68.86696,-32.88893
1843,-68.87071,-32.88837
1844,-68.87148,-32.8881
1845,-68.87086,-32.88846
1846,-68.8634,-32.88832
1847,-68.86356,-32.88799
1848,-68.86418,-32.88763
1849,-68.86323,-32.88772
1850,-68.86677,-32.88759
1851,-68.86601,-32.89033
1852,-68.86631,-32.8905
1853,-68.86493,-32.89054
1854,-68.86481,-32.89057
1855,-68.86389,-32.89075
1856,-68.86363,-32.88935
1857,-68.87156,-32.89078
1858,-68.86913,-32.89008
1859,-68.86916,-32.88988
1860,-68.86648,-32.88926
1861,-68.8662,-32.89009
1862,-68.86633,-32.88901
1863,-68.87246,-32.8894
1864,-68.87413,-32.88963
1865,-68.87258,-32.89279
1866,-68.87181,-32.89181
1867,-68.87312,-32.89188
1868,-68.86411,-32.89201
1869,-68.86408,-32.89393
1870,-68.87358,-32.89115
1871,-68.87323,-32.89166
1872,-68.87323,-32.89168
1873,-68.87165,-32.89128
1874,-68.86404,-32.89158
1875,-68.87162,-32.89104
1876,-68.87337,-32.89145
1877,-68.86734,-32.89404
1878,-68.86422,-32.89869
1879,-68.86508,-32.89971
1880,-68.86509,-32.89973
1881,-68.87045,-32.899
1882,-68.87045,-32.89895
1883,-68.86572,-32.89907
1884,-68.864,-32.89493
1885,-68.87195,-32.89397
1886,-68.88456,-32.86543
1887,-68.88657,-32.86586
1888,-68.8865,-32.86586
1889,-68.88737,-32.86863
1890,-68.8872,-32.86805
1891,-68.88721,-32.86808
1892,-68.88737,-32.86867
1893,-68.88738,-32.86867
1894,-68.88403,-32.86869
1895,-68.88415,-32.868
1896,-68.8872,-32.86808
1897,-68.88683,-32.86676
1898,-68.86272,-32.89416
1899,-68.86253,-32.89315
1900,-68.87317,-32.88169
1901,-68.86613,-32.90145
1902,-68.88156,-32.8804
1903,-68.88235,-32.88089
1904,-68.88235,-32.88065
1905,-68.88114,-32.87881
1906,-68.8788,-32.88333
1907,-68.87363,-32.88154
1908,-68.87359,-32.88151
1909,-68.87364,-32.88155
1910,-68.87367,-32.88168
1911,-68.88129,-32.87931
1912,-68.87562,-32.87858
1913,-68.88336,-32.86747
1914,-68.88292,-32.8702
1915,-68.88382,-32.87004
1916,-68.88519,-32.86977
1917,-68.88536,-32.87037
1918,-68.88773,-32.86991
1919,-68.88536,-32.87041
1920,-68.88536,-32.8704
1921,-68.88791,-32.8705
1922,-68.88774,-32.86991
1923,-68.88773,-32.86988
1924,-68.88792,-32.87053
1925,-68.88791,-32.87053
1926,-68.88372,-32.87074
1927,-68.88756,-32.8693
1928,-68.88755,-32.8693
1929,-68.88393,-32.86933
