ID,x_wgs,y_wgs
1930,-68.88755,-32.86927
1931,-68.88426,-32.86729
1932,-68.88702,-32.86745
1933,-68.88702,-32.86742
1934,-68.88684,-32.86679
1935,-68.88367,-32.8655
1936,-68.88587,-32.87225
1937,-68.88588,-32.87224
1938,-68.88587,-32.87221
1939,-68.88604,-32.87282
1940,-68.88604,-32.87285
1941,-68.88605,-32.87285
1942,-68.88843,-32.87236
1943,-68.88844,-32.87236
1944,-68.88843,-32.87232
1945,-68.88356,-32.87269
1946,-68.88352,-32.87336
1947,-68.8826,-32.87333
1948,-68.88282,-32.87089
1949,-68.88367,-32.87137
1950,-68.88361,-32.87202
1951,-68.8857,-32.87162
1952,-68.8857,-32.87159
1953,-68.88826,-32.87176
1954,-68.88827,-32.87176
1955,-68.88826,-32.87173
1956,-68.88809,-32.87113
1957,-68.88553,-32.87102
1958,-68.88553,-32.87099
1959,-68.88808,-32.87113
1960,-68.88808,-32.8711
1961,-68.88285,-32.87068
1962,-68.87035,-32.87366
1963,-68.87086,-32.87431
1964,-68.87092,-32.87402
1965,-68.87022,-32.87426
1966,-68.87082,-32.87454
1967,-68.87094,-32.87385
1968,-68.88258,-32.87352
1969,-68.88256,-32.87379
1970,-68.88371,-32.86524
1971,-68.86087,-32.87083
1972,-68.86108,-32.86959
1973,-68.86229,-32.87211
1974,-68.85837,-32.87109
1975,-68.85844,-32.87154
1976,-68.86384,-32.86593
1977,-68.86283,-32.86593
1978,-68.86028,-32.87204
1979,-68.86009,-32.87092
1980,-68.86306,-32.87206
1981,-68.85927,-32.87081
1982,-68.86066,-32.872
1983,-68.86145,-32.87196
1984,-68.8622,-32.87188
1985,-68.86048,-32.87088
1986,-68.86166,-32.87074
1987,-68.86128,-32.87078
1988,-68.86205,-32.8707
1989,-68.86124,-32.87052
1990,-68.86044,-32.87067
1991,-68.86103,-32.86933
1992,-68.8701,-32.87487
1993,-68.86936,-32.875
1994,-68.86285,-32.86605
1995,-68.86306,-32.86666
1996,-68.86396,-32.86654
1997,-68.86166,-32.86687
1998,-68.86151,-32.86635
1999,-68.86463,-32.86644
2000,-68.86115,-32.86752
2001,-68.86182,-32.86743
2002,-68.8643,-32.86707
2003,-68.8635,-32.86719
2004,-68.86315,-32.86724
2005,-68.8628,-32.86728
2006,-68.86494,-32.86698
2007,-68.86475,-32.86701
2008,-68.86792,-32.86391
2009,-68.88165,-32.87454
2010,-68.88022,-32.87407
2011,-68.88022,-32.87276
2012,-68.88199,-32.87092
2013,-68.88208,-32.87271
2014,-68.88221,-32.87155
2015,-68.8822,-32.87162
2016,-68.88137,-32.87151
2017,-68.88144,-32.87178
2018,-68.88101,-32.8716
2019,-68.88111,-32.87204
2020,-68.88144,-32.87193
2021,-68.8808,-32.87426
2022,-68.8818,-32.87272
2023,-68.88207,-32.87481
2024,-68.88216,-32.87381
2025,-68.88196,-32.87119
2026,-68.87828,-32.86562
2027,-68.879,-32.86549
2028,-68.85681,-32.88173
2029,-68.85814,-32.88148
2030,-68.88329,-32.86554
2031,-68.87776,-32.8672
2032,-68.88062,-32.86742
2033,-68.88034,-32.86634
2034,-68.87865,-32.86704
2035,-68.87938,-32.8669
2036,-68.8793,-32.86654
2037,-68.83079,-32.87653
2038,-68.8322,-32.87646
2039,-68.83225,-32.87767
2040,-68.88264,-32.86702
2041,-68.88096,-32.86736
2042,-68.88281,-32.86751
2043,-68.88307,-32.86583
2044,-68.88115,-32.86803
2045,-68.83089,-32.87894
2046,-68.83095,-32.88008
2047,-68.83239,-32.87998
2048,-68.8323,-32.87885
2049,-68.83084,-32.87774
2050,-68.8279,-32.8767
2051,-68.82939,-32.87661
2052,-68.82664,-32.87677
2053,-68.82944,-32.87781
2054,-68.8295,-32.87904
2055,-68.82721,-32.87918
2056,-68.82701,-32.87793
2057,-68.82809,-32.87913
2058,-68.828,-32.87789
2059,-68.82745,-32.88033
2060,-68.82954,-32.88018
2061,-68.82817,-32.88029
2062,-68.82711,-32.87919
2063,-68.82691,-32.87793
2064,-68.82651,-32.8768
2065,-68.84754,-32.89808
2066,-68.84802,-32.89769
2067,-68.84809,-32.89816
2068,-68.84824,-32.89803
2069,-68.84787,-32.89818
2070,-68.84407,-32.90086
2071,-68.84346,-32.90097
2072,-68.84987,-32.89794
2073,-68.83812,-32.86242
2074,-68.84028,-32.86244
2075,-68.84109,-32.86243
2076,-68.8473,-32.89634
2077,-68.84891,-32.89622
2078,-68.8502,-32.89616
2079,-68.84812,-32.89626
2080,-68.85022,-32.89616
2081,-68.85018,-32.89745
2082,-68.84782,-32.89698
2083,-68.84808,-32.89912
2084,-68.84737,-32.89918
2085,-68.84776,-32.89908
2086,-68.84193,-32.86601
2087,-68.84242,-32.8659
2088,-68.84257,-32.86588
2089,-68.8425,-32.86588
2090,-68.84359,-32.86595
2091,-68.84376,-32.86594
2092,-68.84366,-32.86596
2093,-68.84374,-32.86586
2094,-68.84489,-32.87036
2095,-68.84438,-32.86843
2096,-68.84318,-32.86839
2097,-68.84365,-32.87055
2098,-68.84355,-32.87056
2099,-68.84414,-32.86754
2100,-68.84291,-32.86731
2101,-68.844,-32.86702
2102,-68.84302,-32.86772
2103,-68.84351,-32.87056
2104,-68.84004,-32.86511
2105,-68.84067,-32.86499
2106,-68.83989,-32.86584
2107,-68.84091,-32.86588
2108,-68.84178,-32.86477
2109,-68.84215,-32.86474
2110,-68.84222,-32.86474
2111,-68.85062,-32.90318
2112,-68.84012,-32.8642
2113,-68.84342,-32.86476
2114,-68.84331,-32.86441
2115,-68.85067,-32.90318
2116,-68.85062,-32.90319
2117,-68.83952,-32.86714
2118,-68.84123,-32.86707
2119,-68.83994,-32.86712
2120,-68.84231,-32.86474
2121,-68.841,-32.8662
2122,-68.83971,-32.86641
2123,-68.85716,-32.90161
2124,-68.85706,-32.90045
2125,-68.85725,-32.90208
2126,-68.85726,-32.90192
2127,-68.85716,-32.90188
2128,-68.83822,-32.86316
2129,-68.85847,-32.90161
2130,-68.86,-32.9016
2131,-68.86014,-32.9021
2132,-68.86012,-32.9021
2133,-68.86135,-32.90158
2134,-68.86259,-32.90157
2135,-68.83826,-32.86428
2136,-68.83807,-32.86319
2137,-68.83812,-32.8643
2138,-68.83642,-32.86347
2139,-68.86098,-32.89806
2140,-68.861,-32.89828
2141,-68.86218,-32.89804
2142,-68.86236,-32.89929
2143,-68.86111,-32.89932
2144,-68.83541,-32.86475
2145,-68.83666,-32.86455
2146,-68.86263,-32.90217
2147,-68.86138,-32.90213
2148,-68.85721,-32.8941
2149,-68.86123,-32.90042
2150,-68.86249,-32.90039
2151,-68.85677,-32.89693
2152,-68.85559,-32.89821
2153,-68.85689,-32.8982
2154,-68.85739,-32.89511
2155,-68.85747,-32.89574
2156,-68.84343,-32.87373
2157,-68.84379,-32.87327
2158,-68.84026,-32.87375
2159,-68.84032,-32.87343
2160,-68.84425,-32.90194
2161,-68.84505,-32.90186
2162,-68.84374,-32.90199
2163,-68.85569,-32.89938
2164,-68.85698,-32.89936
2165,-68.83782,-32.9045
2166,-68.84054,-32.87471
2167,-68.84011,-32.87379
2168,-68.84596,-32.90365
2169,-68.84493,-32.90271
2170,-68.84518,-32.90373
2171,-68.84591,-32.90366
2172,-68.84466,-32.90378
2173,-68.84017,-32.87378
2174,-68.84396,-32.90289
2175,-68.84542,-32.90262
2176,-68.8459,-32.90354
2177,-68.83532,-32.87505
2178,-68.83535,-32.87627
2179,-68.83503,-32.87507
2180,-68.83564,-32.87624
2181,-68.83476,-32.87509
2182,-68.83485,-32.87632
2183,-68.83355,-32.87516
2184,-68.83348,-32.87378
2185,-68.84169,-32.90246
2186,-68.83965,-32.90286
2187,-68.83952,-32.90234
2188,-68.84056,-32.90269
2189,-68.83495,-32.87366
2190,-68.83931,-32.90293
2191,-68.83823,-32.90257
2192,-68.83722,-32.90209
2193,-68.8375,-32.90328
2194,-68.83667,-32.90102
2195,-68.84246,-32.90228
2196,-68.8442,-32.90383
2197,-68.8336,-32.87639
2198,-68.8429,-32.90396
2199,-68.84285,-32.90396
2200,-68.84265,-32.90399
2201,-68.84213,-32.90379
2202,-68.84094,-32.90413
2203,-68.84075,-32.90342
2204,-68.83837,-32.90311
2205,-68.84269,-32.90313
2206,-68.84281,-32.90365
2207,-68.84095,-32.90417
2208,-68.84102,-32.90416
2209,-68.83994,-32.90428
2210,-68.8387,-32.90442
2211,-68.8383,-32.90446
2212,-68.83333,-32.87054
2213,-68.83276,-32.8706
2214,-68.83944,-32.90434
2215,-68.83339,-32.8717
2216,-68.84221,-32.90403
2217,-68.84214,-32.90404
2218,-68.84211,-32.90404
2219,-68.83343,-32.87269
2220,-68.8379,-32.9045
2221,-68.83798,-32.90449
2222,-68.83304,-32.86951
2223,-68.83938,-32.90434
2224,-68.83938,-32.90431
2225,-68.83261,-32.86956
2226,-68.83869,-32.90439
2227,-68.8378,-32.90081
2228,-68.83921,-32.90116
2229,-68.83794,-32.9014
2230,-68.84081,-32.90148
2231,-68.8344,-32.87161
2232,-68.84219,-32.90124
2233,-68.83441,-32.87164
2234,-68.84206,-32.90075
2235,-68.83683,-32.90099
2236,-68.83409,-32.87045
2237,-68.83466,-32.87261
2238,-68.83381,-32.86943
2239,-68.83395,-32.86995
2240,-68.84577,-32.90055
2241,-68.83936,-32.90173
2242,-68.83374,-32.86916
2243,-68.83808,-32.90194
2244,-68.84027,-32.90158
2245,-68.84651,-32.9025
2246,-68.84584,-32.90199
2247,-68.84585,-32.90258
2248,-68.83285,-32.8656
2249,-68.83288,-32.86574
2250,-68.84581,-32.90183
2251,-68.8458,-32.90165
2252,-68.83307,-32.86651
2253,-68.8368,-32.89678
2254,-68.83615,-32.89784
2255,-68.83503,-32.89711
2256,-68.83175,-32.86657
2257,-68.83179,-32.86657
2258,-68.83223,-32.86655
2259,-68.84393,-32.86277
2260,-68.84727,-32.90352
2261,-68.84391,-32.86331
2262,-68.83525,-32.89799
2263,-68.84465,-32.86334
2264,-68.84655,-32.90359
2265,-68.84554,-32.86384
2266,-68.84554,-32.86434
2267,-68.84387,-32.86425
2268,-68.83545,-32.89904
2269,-68.84387,-32.86441
2270,-68.84384,-32.86479
2271,-68.84389,-32.86378
2272,-68.84471,-32.8643
2273,-68.84389,-32.86369
2274,-68.84522,-32.86336
2275,-68.84525,-32.86712
2276,-68.84509,-32.86849
2277,-68.84462,-32.86846
2278,-68.83623,-32.87342
2279,-68.84536,-32.86606
2280,-68.84448,-32.86599
2281,-68.84797,-32.90345
2282,-68.84731,-32.90352
2283,-68.84543,-32.86542
2284,-68.8455,-32.86487
2285,-68.8503,-32.90322
2286,-68.83732,-32.87253
2287,-68.83668,-32.87266
2288,-68.83575,-32.87153
2289,-68.83607,-32.87277
2290,-68.83607,-32.87279
2291,-68.83749,-32.87319
2292,-68.83704,-32.87142
2293,-68.8591,-32.86321
2294,-68.86051,-32.86337
2295,-68.81731,-32.86728
2296,-68.86117,-32.86345
2297,-68.83548,-32.87043
2298,-68.86228,-32.86351
2299,-68.86118,-32.86345
2300,-68.8617,-32.86348
2301,-68.85898,-32.8632
2302,-68.85977,-32.86327
2303,-68.83695,-32.87608
2304,-68.83693,-32.87612
2305,-68.86054,-32.86337
2306,-68.83795,-32.87501
2307,-68.83685,-32.8733
2308,-68.83846,-32.8654
2309,-68.83832,-32.86542
2310,-68.83702,-32.86611
2311,-68.83832,-32.86626
2312,-68.83849,-32.86628
2313,-68.84299,-32.86276
2314,-68.8409,-32.8642
2315,-68.84107,-32.86259
2316,-68.84014,-32.86396
2317,-68.84169,-32.86423
2318,-68.83928,-32.8641
2319,-68.84203,-32.8629
2320,-68.83904,-32.86302
2321,-68.84315,-32.8637
2322,-68.84314,-32.86367
2323,-68.8433,-32.86438
2324,-68.84301,-32.86307
2325,-68.84205,-32.86365
2326,-68.84221,-32.86431
2327,-68.82644,-32.86778
2328,-68.8327,-32.86829
2329,-68.83243,-32.86727
2330,-68.83186,-32.86838
2331,-68.82906,-32.86866
2332,-68.83037,-32.86854
2333,-68.83227,-32.86671
2334,-68.82732,-32.86774
2335,-68.82725,-32.86646
2336,-68.82894,-32.86662
2337,-68.8331,-32.86662
2338,-68.83311,-32.86665
2339,-68.83321,-32.86721
2340,-68.8335,-32.86824
2341,-68.82738,-32.86885
2342,-68.8279,-32.86878
2343,-68.8265,-32.86888
2344,-68.83029,-32.86677
2345,-68.83179,-32.86671
2346,-68.83798,-32.86242
2347,-68.83617,-32.8624
2348,-68.83989,-32.8737
2349,-68.83858,-32.87228
2350,-68.83962,-32.8721
2351,-68.83978,-32.87277
2352,-68.83878,-32.87295
2353,-68.83962,-32.87206
2354,-68.83982,-32.87349
2355,-68.83908,-32.87423
2356,-68.83882,-32.87441
2357,-68.83813,-32.87307
2358,-68.83912,-32.8742
