fid,NOMBRE,heatmap_co
1896,TABANERA EXEQUIEL,7.01471
1897,DE SAN MARTIN JOSE GRAL AV,22.61228
1898,DE SAN MARTIN JOSE GRAL AV,22.16899
1899,DE SAN MARTIN JOSE GRAL AV,22.16899
1900,DIAZ CNEL,10.39816
1901,DIAZ CNEL,10.39816
1902,DIAZ CNEL,15.03129
1903,CALLE JORGE A,18.04785
1904,CALLE JORGE A,18.04785
1905,CALLE JORGE A,20.85229
1906,CALLE JORGE A,20.85229
1907,CALLE JORGE A,20.85229
1908,MOYANO FRANCISCO J,13.51316
1909,MOYANO FRANCISCO J,20.85229
1910,MOYANO FRANCISCO J,20.85229
1911,MOYANO FRANCISCO J,13.51316
1912,MOYANO FRANCISCO J,20.85229
1913,CACHEUTA,3.89620
1914,CACHEUTA,2.89586
1915,CACHEUTA,2.89586
1916,CACHEUTA,3.89620
1917,MONTECASEROS,10.81110
1918,MONTECASEROS,7.31879
1919,MONTECASEROS,7.31879
1920,MONTECASEROS,7.31879
1921,GONZALEZ GDOR,17.25543
1922,GONZALEZ GDOR,7.31879
1923,GONZALEZ GDOR,7.31879
1924,GONZALEZ GDOR,17.25543
1925,GONZALEZ GDOR,7.31879
1926,GONZALEZ GDOR,17.25543
1927,CARRILLO RAMON DR,3.59827
1928,CARRILLO RAMON DR,2.69873
1929,CARRILLO RAMON DR,3.59827
1930,CARRILLO RAMON DR,3.59827
1931,CARRILLO RAMON DR,2.69873
1932,CARRILLO RAMON DR,2.69873
1933,SAN JOSE,2.69873
1934,SAN JOSE,2.54692
1935,SAN JOSE,2.54692
1936,SAN JOSE,2.69873
1937,SAN JOSE,2.54692
1938,SAN JOSE,2.69873
1939,MAIPO,2.16062
1940,MAIPO,2.16062
1941,MAIPO,1.61718
1942,MAIPO,1.61718
1943,MAIPO,1.61718
1944,MAIPO,2.16062
1945,EL JUNCAL,1.41237
1946,EL JUNCAL,1.41237
1947,EL JUNCAL,1.61718
1948,EL JUNCAL,1.61718
1949,EL JUNCAL,1.61718
1950,MAIPO,0.75002
1951,MAIPO,1.61718
1952,MAIPO,1.61718
1953,MAIPO,1.61718
1954,MAIPO,0.75002
1955,EL PORTILLO,2.89539
1956,EL PORTILLO,3.08862
1957,EL PORTILLO,3.08862
1958,EL PORTILLO,2.89539
1959,EL PORTILLO,2.89539
1960,LOS PARAMILLOS,3.89620
1961,LOS PARAMILLOS,3.08862
1962,LOS PARAMILLOS,3.08862
1963,LOS PARAMILLOS,3.89620
1964,CALLE JORGE A,24.54475
1965,CALLE JORGE A,20.85229
1966,CALLE JORGE A,20.85229
1967,CALLE JORGE A,20.85229
1968,CALLE JORGE A,24.54475
1969,LEMOS ABRAHAM DR,24.54475
1970,LEMOS ABRAHAM DR,13.31369
1971,LEMOS ABRAHAM DR,13.31369
1972,LEMOS ABRAHAM DR,13.31369
1973,LEMOS ABRAHAM DR,24.54475
1974,CERRO DE LAS MENTAS BV,0.70276
1975,CERRO DE LAS MENTAS BV,0.76514
1976,CERRO DE LAS MENTAS BV,0.09343
1977,CERRO QUEBRADA BLANCA,0.06460
1978,CERRO QUEBRADA BLANCA,
1979,CERRO QUEBRADA BLANCA,0.06460
1980,CERRO QUEBRADA BLANCA,0.09707
1981,MOYANO FRANCISCO J,20.85229
1982,MOYANO FRANCISCO J,20.85229
1983,MOYANO FRANCISCO J,21.07152
1984,MOYANO FRANCISCO J,20.85229
1985,CHILE,6.03065
1986,CHILE,5.06461
1987,CHILE,5.06461
1988,CHILE,5.06461
1989,CHILE,6.03065
1990,CHILE,6.03065
1991,SOLER MIGUEL ESTANISLAO,2.89429
1992,SOLER MIGUEL ESTANISLAO,6.03065
1993,SOLER MIGUEL ESTANISLAO,2.89429
1994,SOLER MIGUEL ESTANISLAO,6.03065
1995,SOLER MIGUEL ESTANISLAO,6.03065
1996,CALLE JORGE A,33.19807
1997,CALLE JORGE A,33.19807
1998,CALLE JORGE A,24.54475
1999,CALLE JORGE A,24.54475
2000,CALLE JORGE A,33.19807
2001,RODRIGUEZ MARTIN CNEL,33.19807
2002,RODRIGUEZ MARTIN CNEL,15.20995
2003,RODRIGUEZ MARTIN CNEL,15.20995
2004,RODRIGUEZ MARTIN CNEL,15.20995
2005,RODRIGUEZ MARTIN CNEL,33.19807
2006,RODRIGUEZ MARTIN CNEL,33.19807
2007,CERRO FUNDICION,0.02932
2008,CERRO FUNDICION,0.06891
2009,CERRO LEON NEGRO,0.70276
2010,MORENO JOSE MARIA,9.77804
2011,MORENO JOSE MARIA,8.66744
2012,MORENO JOSE MARIA,9.77804
2013,MORENO JOSE MARIA,8.66744
2014,SOLER MIGUEL ESTANISLAO,6.03065
2015,SOLER MIGUEL ESTANISLAO,9.77804
2016,SOLER MIGUEL ESTANISLAO,6.03065
2017,SOLER MIGUEL ESTANISLAO,9.77804
2018,SOLER MIGUEL ESTANISLAO,6.03065
2019,PATRICIAS MENDOCINAS,14.14301
2020,PATRICIAS MENDOCINAS,14.12451
2021,PATRICIAS MENDOCINAS,14.12451
2022,PATRICIAS MENDOCINAS,14.12451
2023,SOLER MIGUEL ESTANISLAO,11.89078
2024,SOLER MIGUEL ESTANISLAO,14.12451
2025,SOLER MIGUEL ESTANISLAO,14.12451
2026,SOLER MIGUEL ESTANISLAO,14.12451
2027,SOLER MIGUEL ESTANISLAO,11.89078
2028,SOLER MIGUEL ESTANISLAO,11.89078
2029,LLORENS JOSE RVDO,3.76960
2030,LLORENS JOSE RVDO,7.78957
2031,LLORENS JOSE RVDO,7.78957
2032,LLORENS JOSE RVDO,3.76960
2033,MAIPO,2.16062
2034,MAIPO,3.76960
2035,MAIPO,2.16062
2036,MAIPO,2.16062
2037,MAIPO,3.76960
2038,CALLE JORGE A,33.19807
2039,CALLE JORGE A,41.54991
2040,CALLE JORGE A,33.19807
2041,CALLE JORGE A,41.54991
2042,CALLE JORGE A,33.19807
2043,CHACO,19.06788
2044,CHACO,41.54991
2045,CHACO,19.06788
2046,CHACO,19.06788
2047,CHACO,41.54991
2048,DE VILLAGRA FRANCISCO,10.57131
2049,DE VILLAGRA FRANCISCO,14.51391
2050,DE VILLAGRA FRANCISCO,14.51391
2051,DE VILLAGRA FRANCISCO,10.57131
2052,DE VILLAGRA FRANCISCO,10.57131
2053,DE VILLAGRA FRANCISCO,14.51391
2054,ITUZAINGO,11.11544
2055,ITUZAINGO,11.39052
2056,ITUZAINGO,11.11544
2057,ITUZAINGO,11.11544
2058,GONZALEZ GDOR,11.11544
2059,GONZALEZ GDOR,7.31879
2060,GONZALEZ GDOR,7.31879
2061,GONZALEZ GDOR,7.31879
2062,GONZALEZ GDOR,11.11544
2063,GONZALEZ GDOR,11.11544
2064,RODRIGUEZ MARTIN CNEL,33.19807
2065,RODRIGUEZ MARTIN CNEL,33.89347
2066,RODRIGUEZ MARTIN CNEL,33.19807
2067,RODRIGUEZ MARTIN CNEL,33.19807
2068,MAIPO,3.78096
2069,MAIPO,3.76960
2070,MAIPO,3.78096
2071,MAIPO,3.76960
2072,CALLE JORGE A,41.54991
2073,CALLE JORGE A,43.60666
2074,CALLE JORGE A,43.60666
2075,CALLE JORGE A,41.54991
2076,JUFRE JUAN,10.49161
2077,JUFRE JUAN,10.49161
2078,JUFRE JUAN,12.41580
2079,JUFRE JUAN,12.41580
2080,JUFRE JUAN,10.49161
2081,JUFRE JUAN,12.41580
2082,GONZALEZ GDOR,10.49161
2083,GONZALEZ GDOR,12.62392
2084,GONZALEZ GDOR,10.49161
2085,GONZALEZ GDOR,10.49161
2086,LLORENS JOSE RVDO,7.18560
2087,LLORENS JOSE RVDO,3.78426
2088,LLORENS JOSE RVDO,7.18560
2089,MAIPO,3.78096
2090,MAIPO,3.78426
2091,MAIPO,3.78096
2092,CORDON DEL PLATA SUR,3.13761
2093,CORDON DEL PLATA SUR,4.61828
2094,CORDON DEL PLATA SUR,4.61828
2095,GONZALEZ GDOR,10.57131
2096,GONZALEZ GDOR,12.04387
2097,GONZALEZ GDOR,10.57131
2098,GONZALEZ GDOR,10.57131
2099,GONZALEZ GDOR,12.04387
2100,GONZALEZ GDOR,12.04387
2101,RAMIREZ CNEL,15.62428
2102,RAMIREZ CNEL,12.04387
2103,RAMIREZ CNEL,15.62428
2104,RAMIREZ CNEL,12.04387
2105,RAMIREZ CNEL,12.04387
2106,GONZALEZ GDOR,10.49161
2107,GONZALEZ GDOR,10.49161
2108,GONZALEZ GDOR,10.49161
2109,GONZALEZ GDOR,12.04387
2110,GONZALEZ GDOR,12.04387
2111,GONZALEZ GDOR,12.04387
2112,CHENAUT INDALECIO,10.02294
2113,CHENAUT INDALECIO,7.51533
2114,CHENAUT INDALECIO,7.51533
2115,CHENAUT INDALECIO,10.02294
2116,CHENAUT INDALECIO,7.51533
2117,CHENAUT INDALECIO,10.02294
2118,GONZALEZ GDOR,10.57131
2119,GONZALEZ GDOR,7.51533
2120,GONZALEZ GDOR,7.51533
2121,GONZALEZ GDOR,10.57131
2122,GONZALEZ GDOR,10.57131
2123,GONZALEZ GDOR,7.51533
2124,CALLE JORGE A,42.12610
2125,CALLE JORGE A,43.60666
2126,CALLE JORGE A,42.12610
2127,CALLE JORGE A,43.60666
2128,VUCETICH JUAN,20.19094
2129,VUCETICH JUAN,42.12610
2130,VUCETICH JUAN,20.19094
2131,VUCETICH JUAN,42.12610
2132,VUCETICH JUAN,20.19094
2133,SCHESTAKOW TEODORO DR,1.72492
2134,SCHESTAKOW TEODORO DR,1.72492
2135,SCHESTAKOW TEODORO DR,3.33955
2136,SCHESTAKOW TEODORO DR,3.33955
2137,SCHESTAKOW TEODORO DR,3.33955
2138,SCHESTAKOW TEODORO DR,1.72492
2139,SAN JOSE,1.72492
2140,SAN JOSE,1.72492
2141,SAN JOSE,1.72492
2142,SAN JOSE,2.69873
2143,SAN JOSE,2.69873
2144,SAN JOSE,2.69873
2145,FRAY FRANCISCO INALICAN,19.00437
2146,FRAY FRANCISCO INALICAN,19.00437
2147,FRAY FRANCISCO INALICAN,19.00437
2148,GRAN CAPITAN SUR AV,0.33399
2149,GRAN CAPITAN SUR AV,0.32286
2150,GRAN CAPITAN SUR AV,0.90386
2151,GRAN CAPITAN SUR AV,0.90386
2152,PLUMERILLO,0.86803
2153,PLUMERILLO,0.90386
2154,PLUMERILLO,0.86803
2155,PLUMERILLO,0.90386
2156,MAURE AVELINO,2.10674
2157,MAURE AVELINO,2.10674
2158,MAURE AVELINO,4.45839
2159,MAURE AVELINO,4.45839
2160,MAURE AVELINO,2.10674
2161,HUARPES,4.77572
2162,HUARPES,3.60189
2163,HUARPES,3.60189
2164,HUARPES,4.77572
2165,MAURE AVELINO,4.77572
2166,MAURE AVELINO,4.45839
2167,MAURE AVELINO,4.77572
2168,MAURE AVELINO,4.45839
2169,CAMINO A PAPAGALLOS,
2170,CAMINO A PAPAGALLOS,
2171,MORENO JOSE FEDERICO,16.37053
2172,MORENO JOSE FEDERICO,18.07430
2173,MORENO JOSE FEDERICO,16.37053
2174,MORENO JOSE FEDERICO,18.07430
2175,MORENO JOSE FEDERICO,16.37053
2176,MORENO JOSE FEDERICO,18.07430
2177,JUJUY,41.05208
2178,JUJUY,41.05208
2179,JUJUY,41.05208
2180,JUJUY,18.07430
2181,JUJUY,18.07430
2182,JUJUY,18.07430
2183,LAS MAGNOLIAS,0.88351
2184,LAS MAGNOLIAS,2.25250
2185,LAS MAGNOLIAS,2.13118
2186,DR MAGNELLI,
2187,DR MAGNELLI,
2188,DR MAGNELLI,
2189,RODRIGUEZ MARTIN CNEL,7.44210
2190,RODRIGUEZ MARTIN CNEL,16.69729
2191,RODRIGUEZ MARTIN CNEL,7.44210
2192,RODRIGUEZ MARTIN CNEL,16.69729
2193,RODRIGUEZ MARTIN CNEL,7.44210
2194,RODRIGUEZ MARTIN CNEL,16.69729
2195,HERNANDEZ JOSE,7.44210
2196,HERNANDEZ JOSE,6.82178
2197,HERNANDEZ JOSE,6.82178
2198,HERNANDEZ JOSE,7.44210
2199,HERNANDEZ JOSE,6.82178
2200,HERNANDEZ JOSE,7.44210
2201,DR JOSE LENTINI,4.14155
2202,DR JOSE LENTINI,4.80729
2203,ALGARROBO,0.83117
2204,ALGARROBO,0.01656
2205,ALGARROBO,0.01656
2206,ALGARROBO,0.01656
2207,ALGARROBO,0.83117
2208,LOS CEREZOS,0.01656
2209,LOS CEREZOS,0.01656
2210,LOS CEREZOS,0.15460
2211,LOS CEREZOS,0.15460
2212,LOS CEREZOS,0.15460
2213,LOS OLMOS,2.03158
2214,LOS OLMOS,1.90241
2215,MONTECASEROS,11.38484
2216,MONTECASEROS,11.38484
2217,MONTECASEROS,17.73491
2218,MONTECASEROS,11.38484
2219,MONTECASEROS,17.73491
2220,MONTECASEROS,17.73491
2221,JUJUY,18.07430
2222,JUJUY,18.07430
2223,JUJUY,17.73491
2224,JUJUY,17.73491
2225,JUJUY,17.73491
2226,JUJUY,18.07430
2227,BENIELLI CARLOS PROFESOR,9.06189
2228,BENIELLI CARLOS PROFESOR,9.06189
2229,BENIELLI CARLOS PROFESOR,2.79621
2230,BENIELLI CARLOS PROFESOR,9.06189
2231,BENIELLI CARLOS PROFESOR,2.79621
2232,BENIELLI CARLOS PROFESOR,2.79621
2233,FERROVIARIOS ARGENTINOS,2.79621
2234,FERROVIARIOS ARGENTINOS,2.79532
2235,FERROVIARIOS ARGENTINOS,2.79532
2236,FERROVIARIOS ARGENTINOS,2.79621
2237,FERROVIARIOS ARGENTINOS,2.79621
2238,FERROVIARIOS ARGENTINOS,2.79532
2239,TABANERA EXEQUIEL,7.98456
2240,TABANERA EXEQUIEL,6.26526
2241,TABANERA EXEQUIEL,7.98456
2242,TABANERA EXEQUIEL,7.98456
2243,TABANERA EXEQUIEL,6.26526
2244,TABANERA EXEQUIEL,6.26526
2245,MAURE AVELINO,4.77572
2246,MAURE AVELINO,7.98456
2247,MAURE AVELINO,7.98456
2248,MAURE AVELINO,4.77572
2249,MAURE AVELINO,7.98456
2250,LOS TILOS,0.65669
2251,LOS TILOS,1.82799
2252,LOS TILOS,1.69212
2253,DE VILLAGRA FRANCISCO,16.67761
2254,DE VILLAGRA FRANCISCO,16.67761
2255,DE VILLAGRA FRANCISCO,12.25400
2256,DE VILLAGRA FRANCISCO,16.67761
2257,DE VILLAGRA FRANCISCO,12.25400
2258,DE VILLAGRA FRANCISCO,12.25400
2259,SANTA FE,15.32181
2260,SANTA FE,12.25400
2261,SANTA FE,12.25400
2262,SANTA FE,15.32181
2263,SANTA FE,15.32181
2264,SANTA FE,12.25400
2265,MITRE BARTOLOME GRAL AV,26.64324
2266,MITRE BARTOLOME GRAL AV,25.63911
2267,MITRE BARTOLOME GRAL AV,26.64324
2268,MITRE BARTOLOME GRAL AV,25.63911
2269,MITRE BARTOLOME GRAL AV,25.63911
2270,MITRE BARTOLOME GRAL AV,25.33089
2271,MITRE BARTOLOME GRAL AV,25.33089
2272,MITRE BARTOLOME GRAL AV,26.64324
2273,MITRE BARTOLOME GRAL AV,26.64324
2274,LAPRIDA FRANCISCO NARCISO,2.43287
2275,LAPRIDA FRANCISCO NARCISO,2.04349
2276,LAPRIDA FRANCISCO NARCISO,2.43287
2277,NEWBERY JORGE,7.94855
2278,NEWBERY JORGE,6.17299
2279,NEWBERY JORGE,7.94855
2280,NEWBERY JORGE,6.17299
2281,NEWBERY JORGE,6.17299
2282,BAJADA DE ARROLLABES,7.14819
2283,BAJADA DE ARROLLABES,8.64196
2284,BAJADA DE ARROLLABES,7.14819
2285,MOYANO FRANCISCO J,4.93362
2286,MOYANO FRANCISCO J,3.42684
2287,MOYANO FRANCISCO J,3.42684
2288,MOYANO FRANCISCO J,4.93362
2289,MOYANO FRANCISCO J,3.42684
2290,MAURE AVELINO,4.93362
2291,MAURE AVELINO,11.10902
2292,MAURE AVELINO,4.93362
2293,MAURE AVELINO,11.10902
2294,MAURE AVELINO,4.95473
2295,MAURE AVELINO,4.93362
2296,MAURE AVELINO,4.93362
2297,MAURE AVELINO,4.95473
2298,SANTA FE,12.25400
2299,SANTA FE,7.14819
2300,SANTA FE,12.25400
2301,SANTA FE,12.25400
2302,SANTA FE,7.14819
2303,NEUQUEN,3.19470
2304,NEUQUEN,3.19470
2305,NEUQUEN,3.00485
2306,NEUQUEN,3.00485
2307,LAPRIDA FRANCISCO NARCISO,2.43287
2308,LAPRIDA FRANCISCO NARCISO,2.43287
2309,LAPRIDA FRANCISCO NARCISO,3.00485
2310,LAPRIDA FRANCISCO NARCISO,3.00485
2311,LAPRIDA FRANCISCO NARCISO,3.32213
2312,LAPRIDA FRANCISCO NARCISO,3.32213
2313,LAPRIDA FRANCISCO NARCISO,3.00485
2314,LAPRIDA FRANCISCO NARCISO,3.00485
2315,BAJADA DE ARROLLABES,6.55533
2316,BAJADA DE ARROLLABES,7.14819
2317,BAJADA DE ARROLLABES,7.14819
2318,BAJADA DE ARROLLABES,6.55533
2319,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2320,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2321,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),0.09670
2322,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),0.09670
2323,BENEGAS TIBURCIO,6.07303
2324,BENEGAS TIBURCIO,6.07303
2325,BENEGAS TIBURCIO,10.84206
2326,BENEGAS TIBURCIO,10.84206
2327,BENEGAS TIBURCIO,6.07303
2328,FCGSM,6.07303
2329,FCGSM,5.64352
2330,FCGSM,5.64352
2331,FCGSM,6.07303
2332,FCGSM,6.07303
2333,DE SAN MARTIN JOSE GRAL AV,27.36259
2334,DE SAN MARTIN JOSE GRAL AV,33.91786
2335,DE SAN MARTIN JOSE GRAL AV,27.36259
2336,DE SAN MARTIN JOSE GRAL AV,33.91786
2337,DE SAN MARTIN JOSE GRAL AV,27.36259
2338,GUTEMBERG JUAN G,27.36259
2339,GUTEMBERG JUAN G,27.36259
2340,GUTEMBERG JUAN G,22.60347
2341,GUTEMBERG JUAN G,22.60347
2342,GUTEMBERG JUAN G,22.60347
2343,GUTEMBERG JUAN G,27.36259
2344,SILVA CAYETANO,8.95046
2345,SILVA CAYETANO,8.95046
2346,SILVA CAYETANO,12.95655
2347,SILVA CAYETANO,12.95655
2348,SILVA CAYETANO,12.95655
2349,SILVA CAYETANO,8.95046
2350,NEWBERY JORGE,12.95655
2351,NEWBERY JORGE,7.94855
2352,NEWBERY JORGE,7.94855
2353,NEWBERY JORGE,12.95655
2354,NEWBERY JORGE,12.95655
2355,HUARPES,5.15024
2356,HUARPES,5.68984
2357,HUARPES,5.68984
2358,HUARPES,5.15024
2359,HUARPES,5.68984
2360,HUARPES,5.15024
2361,LAPRIDA FRANCISCO NARCISO,3.32213
2362,LAPRIDA FRANCISCO NARCISO,5.15024
2363,LAPRIDA FRANCISCO NARCISO,5.15024
2364,LAPRIDA FRANCISCO NARCISO,5.15024
2365,LAPRIDA FRANCISCO NARCISO,3.32213
2366,MITRE BARTOLOME GRAL AV,26.07431
2367,MITRE BARTOLOME GRAL AV,26.64324
2368,MITRE BARTOLOME GRAL AV,26.64324
2369,MITRE BARTOLOME GRAL AV,26.07431
2370,EL PARRAL,10.30155
2371,EL PARRAL,8.14557
2372,EL PARRAL,10.30155
2373,MITRE BARTOLOME GRAL AV,23.52262
2374,MITRE BARTOLOME GRAL AV,23.52262
2375,MITRE BARTOLOME GRAL AV,23.01245
2376,MITRE BARTOLOME GRAL AV,23.01245
2377,DE VILLAGRA FRANCISCO,12.25400
2378,DE VILLAGRA FRANCISCO,10.14617
2379,DE VILLAGRA FRANCISCO,12.25400
2380,DE VILLAGRA FRANCISCO,10.14617
2381,DE VILLAGRA FRANCISCO,12.25400
2382,MITRE BARTOLOME GRAL AV,23.01245
2383,MITRE BARTOLOME GRAL AV,23.01245
2384,MITRE BARTOLOME GRAL AV,23.68748
2385,BAJADA DE ARROLLABES,6.55533
2386,BAJADA DE ARROLLABES,5.17358
2387,BAJADA DE ARROLLABES,6.55533
2388,LAPRIDA FRANCISCO NARCISO,5.15024
2389,LAPRIDA FRANCISCO NARCISO,5.15024
2390,LAPRIDA FRANCISCO NARCISO,5.15024
2391,LAPRIDA FRANCISCO NARCISO,6.90239
2392,LAPRIDA FRANCISCO NARCISO,6.90239
2393,MITRE BARTOLOME GRAL AV,23.68748
2394,MITRE BARTOLOME GRAL AV,24.07856
2395,MITRE BARTOLOME GRAL AV,24.07856
2396,MITRE BARTOLOME GRAL AV,26.07431
2397,MITRE BARTOLOME GRAL AV,26.07431
2398,MITRE BARTOLOME GRAL AV,24.07856
2399,MITRE BARTOLOME GRAL AV,24.07856
2400,SALTA,29.11823
2401,SALTA,25.70776
2402,SALTA,29.11823
2403,SALTA,25.70776
2404,SALTA,25.70776
2405,SALTA,29.11823
2406,TUCUMAN,25.70776
2407,TUCUMAN,27.36259
2408,TUCUMAN,25.70776
2409,TUCUMAN,27.36259
2410,TUCUMAN,25.70776
2411,TUCUMAN,27.36259
2412,BELGRANO JUAN MANUEL GRAL,4.26758
2413,BELGRANO JUAN MANUEL GRAL,4.68076
2414,BELGRANO JUAN MANUEL GRAL,4.68076
2415,BELGRANO JUAN MANUEL GRAL,4.26758
2416,MAURE AVELINO,4.95473
2417,MAURE AVELINO,4.26758
2418,MAURE AVELINO,4.95473
2419,MAURE AVELINO,4.26758
2420,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2421,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2422,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2423,CALLE NÃ‚Âº2 (BÃ‚ÂºFLORES SUR),
2424,CRISTO REDENTOR SUR AV,
2425,CRISTO REDENTOR SUR AV,
2426,CRISTO REDENTOR SUR AV,
2427,CRISTO REDENTOR SUR AV,
2428,BENEGAS TIBURCIO,6.07303
2429,BENEGAS TIBURCIO,4.64106
2430,BENEGAS TIBURCIO,6.07303
2431,BENEGAS TIBURCIO,6.07303
2432,BENEGAS TIBURCIO,4.64106
2433,MAURE AVELINO,4.64106
2434,MAURE AVELINO,4.64106
2435,MAURE AVELINO,4.26758
2436,MAURE AVELINO,4.26758
2437,TABANERA EXEQUIEL,8.33383
2438,TABANERA EXEQUIEL,7.37232
2439,TABANERA EXEQUIEL,7.37232
2440,TABANERA EXEQUIEL,8.33383
2441,LAPRIDA FRANCISCO NARCISO,7.37232
2442,LAPRIDA FRANCISCO NARCISO,7.37232
2443,LAPRIDA FRANCISCO NARCISO,6.90239
2444,LAPRIDA FRANCISCO NARCISO,6.90239
2445,OLASCOAGA LAURENTINO CNEL,19.41668
2446,OLASCOAGA LAURENTINO CNEL,12.52883
2447,OLASCOAGA LAURENTINO CNEL,19.41668
2448,OLASCOAGA LAURENTINO CNEL,19.41668
2449,OLASCOAGA LAURENTINO CNEL,12.52883
2450,NEWBERY JORGE,12.95655
2451,NEWBERY JORGE,19.41668
2452,NEWBERY JORGE,12.95655
2453,NEWBERY JORGE,19.41668
2454,NEWBERY JORGE,19.41668
2455,NEWBERY JORGE,12.95655
2456,SALTA,44.82128
2457,SALTA,44.82128
2458,SALTA,44.82128
2459,SALTA,27.41498
2460,SALTA,27.41498
2461,REP DE SIRIA,33.35991
2462,REP DE SIRIA,27.41498
2463,REP DE SIRIA,27.41498
2464,REP DE SIRIA,33.35991
2465,JOFRE EMILIO DR,2.65700
2466,JOFRE EMILIO DR,4.77092
2467,JOFRE EMILIO DR,2.65700
2468,JOFRE EMILIO DR,4.77092
2469,DE LAMADRID GREGORIO A GRAL,3.67949
2470,DE LAMADRID GREGORIO A GRAL,4.77092
2471,DE LAMADRID GREGORIO A GRAL,4.77092
2472,JOFRE EMILIO DR,3.54565
2473,JOFRE EMILIO DR,3.54565
2474,JOFRE EMILIO DR,5.50883
2475,JOFRE EMILIO DR,3.54565
2476,JOFRE EMILIO DR,5.50883
2477,JOFRE EMILIO DR,5.50883
2478,DE LAMADRID GREGORIO A GRAL,5.50883
2479,DE LAMADRID GREGORIO A GRAL,5.50883
2480,DE LAMADRID GREGORIO A GRAL,4.77092
2481,DE LAMADRID GREGORIO A GRAL,5.50883
2482,DE LAMADRID GREGORIO A GRAL,4.77092
2483,MITRE BARTOLOME GRAL AV,0.93218
2484,MITRE BARTOLOME GRAL AV,0.93218
2485,MITRE BARTOLOME GRAL AV,2.74492
2486,MITRE BARTOLOME GRAL AV,2.74492
2487,VIRGEN DEL CARMEN DE CUYO,0.93218
2488,VIRGEN DEL CARMEN DE CUYO,0.93218
2489,VIRGEN DEL CARMEN DE CUYO,7.05529
2490,VIRGEN DEL CARMEN DE CUYO,7.05529
2491,HUARPES,11.04698
2492,HUARPES,11.04698
2493,HUARPES,15.25551
2494,HUARPES,11.04698
2495,HUARPES,15.25551
2496,HUARPES,15.25551
2497,DE LAMADRID GREGORIO A GRAL,5.50883
2498,DE LAMADRID GREGORIO A GRAL,5.50883
2499,DE LAMADRID GREGORIO A GRAL,5.50883
2500,DE LAMADRID GREGORIO A GRAL,15.25551
2501,DE LAMADRID GREGORIO A GRAL,15.25551
2502,DE LAMADRID GREGORIO A GRAL,15.25551
2503,MITRE BARTOLOME GRAL AV,0.93955
2504,MITRE BARTOLOME GRAL AV,2.74492
2505,MITRE BARTOLOME GRAL AV,0.93955
2506,MITRE BARTOLOME GRAL AV,2.74492
2507,PASO DE LOS ANDES,26.12137
2508,PASO DE LOS ANDES,26.12137
2509,PASO DE LOS ANDES,19.21064
2510,PASO DE LOS ANDES,19.21064
2511,PASO DE LOS ANDES,19.21064
2512,PASO DE LOS ANDES,26.12137
2513,DE LAMADRID GREGORIO A GRAL,26.12137
2514,DE LAMADRID GREGORIO A GRAL,26.12137
2515,DE LAMADRID GREGORIO A GRAL,15.25551
2516,DE LAMADRID GREGORIO A GRAL,26.12137
2517,DE LAMADRID GREGORIO A GRAL,15.25551
2518,DE LAMADRID GREGORIO A GRAL,15.25551
2519,ACCESO AUTODROMO P4 AV,
2520,ACCESO AUTODROMO P4 AV,
2521,ACCESO AUTODROMO P4 AV,
2522,ACCESO AUTODROMO P4 AV,
2523,ACCESO AUTODROMO P4 AV,
2524,GRANADEROS,14.91049
2525,GRANADEROS,14.91049
2526,GRANADEROS,14.91049
2527,GRANADEROS,13.28605
2528,GRANADEROS,13.28605
2529,DE LAMADRID GREGORIO A GRAL,14.91049
2530,DE LAMADRID GREGORIO A GRAL,26.12137
2531,DE LAMADRID GREGORIO A GRAL,14.91049
2532,DE LAMADRID GREGORIO A GRAL,26.12137
2533,DE LAMADRID GREGORIO A GRAL,14.91049
2534,DE LAMADRID GREGORIO A GRAL,26.12137
2535,MITRE BARTOLOME GRAL AV,0.77710
2536,MITRE BARTOLOME GRAL AV,0.93218
2537,MITRE BARTOLOME GRAL AV,0.77710
2538,MITRE BARTOLOME GRAL AV,0.93218
2539,VIRGEN DEL CARMEN DE CUYO,0.74919
2540,VIRGEN DEL CARMEN DE CUYO,0.74919
2541,VIRGEN DEL CARMEN DE CUYO,0.93955
2542,VIRGEN DEL CARMEN DE CUYO,0.93955
2543,VIRGEN DEL CARMEN DE CUYO,0.74919
2544,VIRGEN DEL CARMEN DE CUYO,0.74919
2545,VIRGEN DEL CARMEN DE CUYO,0.77710
2546,VIRGEN DEL CARMEN DE CUYO,0.77710
2547,MARTINEZ DE ROZAS JUAN,8.62263
2548,MARTINEZ DE ROZAS JUAN,8.62263
2549,MARTINEZ DE ROZAS JUAN,7.59736
2550,MARTINEZ DE ROZAS JUAN,8.62263
2551,MARTINEZ DE ROZAS JUAN,7.59736
2552,MARTINEZ DE ROZAS JUAN,7.59736
2553,DE LAMADRID GREGORIO A GRAL,14.91049
