fid,NOMBRE,heatmap_co
6401,PASO DE LOS ANDES,8.63757
6402,PASO DE LOS ANDES,8.63757
6403,PASO DE LOS ANDES,8.63757
6404,PASO DE LOS ANDES,9.51927
6405,MOLDES JOSE CNEL,9.51927
6406,MOLDES JOSE CNEL,5.45878
6407,MOLDES JOSE CNEL,9.51927
6408,MOLDES JOSE CNEL,5.45878
6409,MOLDES JOSE CNEL,5.45878
6410,MOLDES JOSE CNEL,9.51927
6411,AV ESPAÃƒâ€˜A,27.44293
6412,AV ESPAÃƒâ€˜A,27.44293
6413,AV ESPAÃƒâ€˜A,27.44293
6414,AV ESPAÃƒâ€˜A,19.75693
6415,AV ESPAÃƒâ€˜A,19.75693
6416,AV ESPAÃƒâ€˜A,19.75693
6417,PELLEGRINI CARLOS DR,28.25446
6418,PELLEGRINI CARLOS DR,27.44293
6419,PELLEGRINI CARLOS DR,28.25446
6420,PELLEGRINI CARLOS DR,27.44293
6421,PELLEGRINI CARLOS DR,27.44293
6422,CANGALLO,15.97097
6423,CANGALLO,11.40883
6424,CANGALLO,11.40883
6425,CANGALLO,15.97097
6426,DE SAN MARTIN JOSE GRAL AV,27.36259
6427,DE SAN MARTIN JOSE GRAL AV,27.36259
6428,DE SAN MARTIN JOSE GRAL AV,31.59343
6429,DE SAN MARTIN JOSE GRAL AV,31.59343
6430,DE SAN MARTIN JOSE GRAL AV,27.36259
6431,AYACUCHO,31.49471
6432,AYACUCHO,31.59343
6433,AYACUCHO,31.49471
6434,AYACUCHO,31.59343
6435,AYACUCHO,31.49471
6436,AYACUCHO,31.49471
6437,AYACUCHO,30.76114
6438,AYACUCHO,30.76114
6439,DEL CASTILLO,
6440,DEL CASTILLO,
6441,DEL CASTILLO,
6442,DEL CASTILLO,
6443,DEL CASTILLO,
6444,YUPANQUI ATAHUALPA,
6445,YUPANQUI ATAHUALPA,
6446,YUPANQUI ATAHUALPA,
6447,YUPANQUI ATAHUALPA,
6448,YUPANQUI ATAHUALPA,
6449,RODRIGUEZ MARTIN CNEL,19.54740
6450,RODRIGUEZ MARTIN CNEL,17.50746
6451,RODRIGUEZ MARTIN CNEL,17.50746
6452,RODRIGUEZ MARTIN CNEL,19.54740
6453,RODRIGUEZ MARTIN CNEL,17.50746
6454,RODRIGUEZ MARTIN CNEL,19.54740
6455,LAPRIDA FRANCISCO NARCISO,22.54813
6456,LAPRIDA FRANCISCO NARCISO,22.54813
6457,LAPRIDA FRANCISCO NARCISO,19.54740
6458,LAPRIDA FRANCISCO NARCISO,19.54740
6459,LAPRIDA FRANCISCO NARCISO,19.54740
6460,LAPRIDA FRANCISCO NARCISO,22.54813
6461,PALACIOS PEDRO BENJAMIN,8.65272
6462,PALACIOS PEDRO BENJAMIN,8.36532
6463,PALACIOS PEDRO BENJAMIN,8.65272
6464,PALACIOS PEDRO BENJAMIN,8.65272
6465,PALACIOS PEDRO BENJAMIN,8.36532
6466,PALACIOS PEDRO BENJAMIN,8.36532
6467,RAMIREZ CNEL,11.43387
6468,RAMIREZ CNEL,11.43387
6469,RAMIREZ CNEL,8.36532
6470,RAMIREZ CNEL,11.43387
6471,RAMIREZ CNEL,8.36532
6472,RAMIREZ CNEL,8.36532
6473,ALPATACAL,7.18817
6474,ALPATACAL,8.04339
6475,ALPATACAL,7.18817
6476,ALPATACAL,7.18817
6477,ALPATACAL,8.04339
6478,ALPATACAL,8.04339
6479,MOLDES JOSE CNEL,7.18817
6480,MOLDES JOSE CNEL,7.18817
6481,MOLDES JOSE CNEL,9.51927
6482,MOLDES JOSE CNEL,9.51927
6483,MOLDES JOSE CNEL,7.18817
6484,MOLDES JOSE CNEL,9.51927
6485,SALTA,25.70776
6486,SALTA,25.70776
6487,SALTA,25.89911
6488,SALTA,25.70776
6489,SALTA,25.89911
6490,SALTA,25.89911
6491,AYACUCHO,25.89911
6492,AYACUCHO,30.76114
6493,AYACUCHO,30.76114
6494,AYACUCHO,25.89911
6495,AYACUCHO,25.89911
6496,SILVA CAYETANO,15.62507
6497,SILVA CAYETANO,15.62507
6498,SILVA CAYETANO,15.62507
6499,MORENO JOSE FEDERICO,26.08878
6500,MORENO JOSE FEDERICO,24.54529
6501,MORENO JOSE FEDERICO,26.08878
6502,MORENO JOSE FEDERICO,24.54529
6503,MORENO JOSE FEDERICO,24.54529
6504,MORENO JOSE FEDERICO,26.08878
6505,AYACUCHO,26.08878
6506,AYACUCHO,25.89911
6507,AYACUCHO,26.08878
6508,AYACUCHO,26.08878
6509,AYACUCHO,25.89911
6510,AYACUCHO,25.89911
6511,VIDELA RICARDO GDOR,8.16978
6512,VIDELA RICARDO GDOR,7.71042
6513,VIDELA RICARDO GDOR,8.16978
6514,VIDELA RICARDO GDOR,7.71042
6515,RAMIREZ CNEL,7.71042
6516,RAMIREZ CNEL,7.71042
6517,RAMIREZ CNEL,8.36532
6518,RAMIREZ CNEL,8.36532
6519,RAMIREZ CNEL,8.36532
6520,GRANADEROS,5.35394
6521,GRANADEROS,5.35394
6522,GRANADEROS,6.07092
6523,GRANADEROS,6.07092
6524,GRANADEROS,6.07092
6525,GRANADEROS,5.35394
6526,MOLDES JOSE CNEL,5.35394
6527,MOLDES JOSE CNEL,7.18817
6528,MOLDES JOSE CNEL,7.18817
6529,MOLDES JOSE CNEL,7.18817
6530,MOLDES JOSE CNEL,5.35394
6531,MOLDES JOSE CNEL,5.35394
6532,MONTECASEROS,22.95219
6533,MONTECASEROS,25.96927
6534,MONTECASEROS,22.95219
6535,MONTECASEROS,25.96927
6536,MONTECASEROS,25.96927
6537,MONTECASEROS,22.95219
6538,AYACUCHO,22.95219
6539,AYACUCHO,22.95219
6540,AYACUCHO,26.08878
6541,AYACUCHO,26.08878
6542,AYACUCHO,22.95219
6543,AYACUCHO,26.08878
6544,PATRICIAS MENDOCINAS,28.40303
6545,PATRICIAS MENDOCINAS,28.40303
6546,BENEGAS TIBURCIO,4.22208
6547,BENEGAS TIBURCIO,6.53852
6548,BENEGAS TIBURCIO,4.22208
6549,BENEGAS TIBURCIO,6.53852
6550,LAPRIDA FRANCISCO NARCISO,19.54740
6551,LAPRIDA FRANCISCO NARCISO,19.54740
6552,LAPRIDA FRANCISCO NARCISO,6.53852
6553,LAPRIDA FRANCISCO NARCISO,19.54740
6554,LAPRIDA FRANCISCO NARCISO,6.53852
6555,ITUZAINGO,20.16727
6556,ITUZAINGO,23.99389
6557,ITUZAINGO,23.99389
6558,ITUZAINGO,20.16727
6559,ITUZAINGO,20.16727
6560,ITUZAINGO,23.99389
6561,AYACUCHO,22.95219
6562,AYACUCHO,22.95219
6563,AYACUCHO,20.16727
6564,AYACUCHO,20.16727
6565,AYACUCHO,22.95219
6566,AYACUCHO,20.16727
6567,YUPANQUI ATAHUALPA,
6568,YUPANQUI ATAHUALPA,
6569,YUPANQUI ATAHUALPA,
6570,BENIELLI CARLOS PROFESOR,6.26068
6571,BENIELLI CARLOS PROFESOR,6.14844
6572,BENIELLI CARLOS PROFESOR,6.26068
6573,BENIELLI CARLOS PROFESOR,6.14844
6574,BENIELLI CARLOS PROFESOR,6.26068
6575,BENIELLI CARLOS PROFESOR,6.14844
6576,MOLDES JOSE CNEL,5.35394
6577,MOLDES JOSE CNEL,5.35394
6578,MOLDES JOSE CNEL,6.26068
6579,MOLDES JOSE CNEL,6.26068
6580,MOLDES JOSE CNEL,6.26068
6581,MOLDES JOSE CNEL,5.35394
6582,VIDELA CASTILLO,24.79918
6583,VIDELA CASTILLO,24.79918
6584,VIDELA CASTILLO,24.48778
6585,VIDELA CASTILLO,24.48778
6586,VIDELA CASTILLO,24.48778
6587,VIDELA CASTILLO,24.79918
6588,AYACUCHO,20.16727
6589,AYACUCHO,20.16727
6590,AYACUCHO,20.16727
6591,AYACUCHO,24.48778
6592,AYACUCHO,24.48778
6593,AYACUCHO,24.48778
6594,ASCASUBI HILARIO,0.25413
6595,ASCASUBI HILARIO,0.25413
6596,ASCASUBI HILARIO,0.13785
6597,AYACUCHO,17.22749
6598,AYACUCHO,17.22749
6599,AYACUCHO,24.48778
6600,AYACUCHO,24.48778
6601,AYACUCHO,24.48778
6602,PALACIOS PEDRO BENJAMIN,7.28115
6603,PALACIOS PEDRO BENJAMIN,8.36532
6604,PALACIOS PEDRO BENJAMIN,8.36532
6605,PALACIOS PEDRO BENJAMIN,8.36532
6606,PALACIOS PEDRO BENJAMIN,7.28115
6607,AYACUCHO,17.22749
6608,AYACUCHO,17.22749
6609,AYACUCHO,7.28115
6610,AYACUCHO,7.28115
6611,VIDELA RICARDO GDOR,7.71042
6612,VIDELA RICARDO GDOR,6.89784
6613,VIDELA RICARDO GDOR,7.71042
6614,VIDELA RICARDO GDOR,6.89784
6615,AYACUCHO,7.28115
6616,AYACUCHO,6.89784
6617,AYACUCHO,6.89784
6618,AYACUCHO,7.28115
6619,MARTINEZ DE ROZAS JUAN,8.46788
6620,MARTINEZ DE ROZAS JUAN,8.74912
6621,MARTINEZ DE ROZAS JUAN,8.46788
6622,MARTINEZ DE ROZAS JUAN,8.74912
6623,MARTINEZ DE ROZAS JUAN,8.46788
6624,MARTINEZ DE ROZAS JUAN,8.74912
6625,MOLDES JOSE CNEL,8.74912
6626,MOLDES JOSE CNEL,6.26068
6627,MOLDES JOSE CNEL,6.26068
6628,MOLDES JOSE CNEL,6.26068
6629,MOLDES JOSE CNEL,8.74912
6630,MOLDES JOSE CNEL,8.74912
6631,ASCASUBI HILARIO,0.25413
6632,ASCASUBI HILARIO,0.16014
6633,ASCASUBI HILARIO,0.16014
6634,ASCASUBI HILARIO,0.25413
6635,COLECTOR ALUVIONAL,
6636,CHAMPAGNAT MARCELINO AV,0.41993
6637,CHAMPAGNAT MARCELINO AV,3.48523
6638,RODRIGUEZ MARTIN CNEL,19.54740
6639,RODRIGUEZ MARTIN CNEL,19.54740
6640,RODRIGUEZ MARTIN CNEL,19.54740
6641,RODRIGUEZ MARTIN CNEL,17.06754
6642,RODRIGUEZ MARTIN CNEL,17.06754
6643,ALTAMIRANO PJE,17.06754
6644,ALTAMIRANO PJE,17.06754
6645,HUARPES,14.04927
6646,HUARPES,14.04927
6647,HUARPES,5.45878
6648,HUARPES,5.45878
6649,HUARPES,5.45878
6650,HUARPES,14.04927
6651,PARANA,14.04927
6652,PARANA,14.04927
6653,PARANA,14.04927
6654,LARRALDE,0.01292
6655,LARRALDE,
6656,LARRALDE,0.01292
6657,LARRALDE,
6658,LARRALDE,0.01292
6659,ASCASUBI HILARIO,0.01292
6660,ASCASUBI HILARIO,0.16014
6661,ASCASUBI HILARIO,0.16014
6662,ASCASUBI HILARIO,0.01292
6663,ASCASUBI HILARIO,0.01292
6664,PERU,10.37157
6665,PERU,9.68208
6666,PERU,9.68208
6667,PERU,10.37157
6668,PERU,10.26782
6669,PERU,10.26782
6670,PERU,9.68208
6671,PERU,9.68208
6672,PERU,10.84651
6673,PERU,10.26782
6674,PERU,10.84651
6675,PERU,10.26782
6676,OLASCOAGA LAURENTINO CNEL,22.54813
6677,OLASCOAGA LAURENTINO CNEL,22.54813
6678,OLASCOAGA LAURENTINO CNEL,16.26603
6679,OLASCOAGA LAURENTINO CNEL,16.26603
6680,OLASCOAGA LAURENTINO CNEL,22.54813
6681,OLASCOAGA LAURENTINO CNEL,16.26603
6682,MOLDES JOSE CNEL,8.74912
6683,MOLDES JOSE CNEL,16.26603
6684,MOLDES JOSE CNEL,8.74912
6685,MOLDES JOSE CNEL,16.26603
6686,MOLDES JOSE CNEL,16.26603
6687,MOLDES JOSE CNEL,8.74912
6688,PASO DE LOS ANDES,23.31395
6689,PASO DE LOS ANDES,9.51927
6690,PASO DE LOS ANDES,9.51927
6691,PASO DE LOS ANDES,9.51927
6692,PASO DE LOS ANDES,23.31395
6693,PASO DE LOS ANDES,23.31395
6694,PARANA,14.04927
6695,PARANA,23.31395
6696,PARANA,23.31395
6697,PARANA,14.04927
6698,PARANA,14.04927
6699,PARANA,23.31395
6700,DEL CASTILLO,
6701,DEL CASTILLO,
6702,DEL CASTILLO,
6703,DEL CASTILLO,
6704,DEL CASTILLO,
6705,ASCASUBI HILARIO,
6706,ASCASUBI HILARIO,
6707,ASCASUBI HILARIO,0.01292
6708,ASCASUBI HILARIO,0.01292
6709,ASCASUBI HILARIO,0.01292
6710,PELLEGRINI CARLOS DR,27.44293
6711,PELLEGRINI CARLOS DR,27.44293
6712,PELLEGRINI CARLOS DR,27.44293
6713,PELLEGRINI CARLOS DR,32.83089
6714,PELLEGRINI CARLOS DR,32.83089
6715,9 DE JULIO,22.60347
6716,9 DE JULIO,22.60347
6717,9 DE JULIO,33.02955
6718,9 DE JULIO,33.02955
6719,9 DE JULIO,22.60347
6720,PELLEGRINI CARLOS DR,32.83089
6721,PELLEGRINI CARLOS DR,32.83089
6722,PELLEGRINI CARLOS DR,33.02955
6723,PELLEGRINI CARLOS DR,33.02955
6724,ALPATACAL,7.18817
6725,ALPATACAL,7.18817
6726,ALPATACAL,7.18817
6727,ALPATACAL,21.80570
6728,ALPATACAL,21.80570
6729,PARANA,23.31395
6730,PARANA,21.80570
6731,PARANA,23.31395
6732,PARANA,21.80570
6733,PARANA,23.31395
6734,RODRIGUEZ MARTIN CNEL,13.94976
6735,RODRIGUEZ MARTIN CNEL,17.06754
6736,RODRIGUEZ MARTIN CNEL,17.06754
6737,RODRIGUEZ MARTIN CNEL,13.94976
6738,RODRIGUEZ MARTIN CNEL,13.94976
6739,MOLDES JOSE CNEL,16.26603
6740,MOLDES JOSE CNEL,13.94976
6741,MOLDES JOSE CNEL,16.26603
6742,MOLDES JOSE CNEL,13.94976
6743,MOLDES JOSE CNEL,16.26603
6744,MOLDES JOSE CNEL,13.94976
6745,EL PARRAL,8.14557
6746,EL PARRAL,2.94920
6747,EL PARRAL,2.94920
6748,RETA SALVADOR,2.94920
6749,RETA SALVADOR,2.94920
6750,RETA SALVADOR,9.68208
6751,RETA SALVADOR,9.68208
6752,DE SAN MARTIN JOSE GRAL AV,31.59343
6753,DE SAN MARTIN JOSE GRAL AV,31.59343
6754,DE SAN MARTIN JOSE GRAL AV,43.99681
6755,DE SAN MARTIN JOSE GRAL AV,43.99681
6756,9 DE JULIO,32.83089
6757,9 DE JULIO,32.29165
6758,9 DE JULIO,32.83089
6759,9 DE JULIO,32.29165
6760,LAS JARILLAS,32.29165
6761,LAS JARILLAS,32.29165
6762,DE ESCALADA DE SAN MARTIN R,31.49471
6763,DE ESCALADA DE SAN MARTIN R,31.49471
6764,DE ESCALADA DE SAN MARTIN R,44.01201
6765,DE ESCALADA DE SAN MARTIN R,44.01201
6766,DE ESCALADA DE SAN MARTIN R,44.01201
6767,MAIPU,44.01201
6768,MAIPU,43.99681
6769,MAIPU,43.99681
6770,MAIPU,44.01201
6771,MAIPU,44.01201
6772,DE SAN MARTIN JOSE GRAL AV,43.99681
6773,DE SAN MARTIN JOSE GRAL AV,44.35101
6774,DE SAN MARTIN JOSE GRAL AV,44.35101
6775,DE SAN MARTIN JOSE GRAL AV,43.99681
6776,PELLEGRINI CARLOS DR,33.02955
6777,PELLEGRINI CARLOS DR,44.35101
6778,PELLEGRINI CARLOS DR,33.02955
6779,PELLEGRINI CARLOS DR,44.35101
6780,LA RIOJA,41.30024
6781,LA RIOJA,41.30024
6782,LA RIOJA,30.76114
6783,LA RIOJA,30.76114
6784,LA RIOJA,41.30024
6785,MAIPU,41.30024
6786,MAIPU,41.30024
6787,MAIPU,44.01201
6788,MAIPU,41.30024
6789,MAIPU,44.01201
6790,MAIPU,44.01201
6791,GRANADEROS,5.35394
6792,GRANADEROS,18.43460
6793,GRANADEROS,5.35394
6794,GRANADEROS,18.43460
6795,GRANADEROS,18.43460
6796,GRANADEROS,5.35394
6797,PARANA,18.43460
6798,PARANA,18.43460
6799,PARANA,21.80570
6800,PARANA,21.80570
6801,PARANA,18.43460
6802,BENEGAS TIBURCIO,8.72044
6803,BENEGAS TIBURCIO,8.72044
6804,BENEGAS TIBURCIO,6.53852
6805,BENEGAS TIBURCIO,6.53852
6806,MOLDES JOSE CNEL,8.72044
6807,MOLDES JOSE CNEL,13.94976
6808,MOLDES JOSE CNEL,13.94976
6809,MOLDES JOSE CNEL,8.72044
6810,MOLDES JOSE CNEL,13.94976
6811,SALTA,28.62705
6812,SALTA,28.62705
6813,SALTA,25.89911
6814,SALTA,25.89911
6815,SALTA,28.62705
6816,SALTA,25.89911
6817,MAIPU,41.30024
6818,MAIPU,28.62705
6819,MAIPU,28.62705
6820,MAIPU,41.30024
6821,MAIPU,28.62705
6822,MAIPU,41.30024
6823,INGENIEROS JOSE,1.98886
6824,INGENIEROS JOSE,1.98886
6825,INGENIEROS JOSE,0.32639
6826,AZURDUY DE PADILLA JUANA CNEL,1.98886
6827,AZURDUY DE PADILLA JUANA CNEL,1.98886
6828,MORENO JOSE FEDERICO,26.08878
6829,MORENO JOSE FEDERICO,23.24562
6830,MORENO JOSE FEDERICO,23.24562
6831,MORENO JOSE FEDERICO,23.24562
6832,MORENO JOSE FEDERICO,26.08878
6833,MORENO JOSE FEDERICO,26.08878
6834,MAIPU,28.62705
6835,MAIPU,28.62705
6836,MAIPU,23.24562
6837,MAIPU,23.24562
6838,MAIPU,23.24562
6839,MAIPU,28.62705
6840,BENIELLI CARLOS PROFESOR,6.26068
6841,BENIELLI CARLOS PROFESOR,6.26068
6842,BENIELLI CARLOS PROFESOR,18.97516
6843,BENIELLI CARLOS PROFESOR,6.26068
6844,BENIELLI CARLOS PROFESOR,18.97516
6845,PARANA,18.43460
6846,PARANA,18.43460
6847,PARANA,18.97516
6848,PARANA,18.97516
6849,PARANA,18.43460
6850,MONTECASEROS,22.95219
6851,MONTECASEROS,22.95219
6852,MONTECASEROS,22.95219
6853,MONTECASEROS,20.97278
6854,MONTECASEROS,20.97278
6855,MONTECASEROS,20.97278
6856,MAIPU,23.24562
6857,MAIPU,23.24562
6858,MAIPU,23.24562
6859,MAIPU,20.97278
6860,MAIPU,20.97278
6861,MAIPU,20.97278
6862,ITUZAINGO,20.39634
6863,ITUZAINGO,20.16727
6864,ITUZAINGO,20.16727
6865,ITUZAINGO,20.39634
6866,ITUZAINGO,20.16727
6867,ITUZAINGO,20.39634
6868,MAIPU,20.39634
6869,MAIPU,20.97278
6870,MAIPU,20.97278
6871,MAIPU,20.39634
6872,MAIPU,20.97278
6873,MAIPU,20.39634
6874,MARTINEZ DE ROZAS JUAN,8.74912
6875,MARTINEZ DE ROZAS JUAN,8.74912
6876,MARTINEZ DE ROZAS JUAN,19.34317
6877,MARTINEZ DE ROZAS JUAN,19.34317
6878,MARTINEZ DE ROZAS JUAN,19.34317
6879,MARTINEZ DE ROZAS JUAN,8.74912
6880,PARANA,18.97516
6881,PARANA,19.34317
6882,PARANA,18.97516
6883,PARANA,19.34317
6884,PARANA,19.34317
6885,VIDELA CASTILLO,25.45938
6886,VIDELA CASTILLO,25.45938
6887,VIDELA CASTILLO,25.45938
6888,VIDELA CASTILLO,24.48778
6889,VIDELA CASTILLO,24.48778
6890,VIDELA CASTILLO,24.48778
6891,MAIPU,25.45938
6892,MAIPU,25.45938
6893,MAIPU,20.39634
6894,MAIPU,20.39634
6895,MAIPU,25.45938
6896,MAIPU,20.39634
6897,HUARPES,19.52100
6898,HUARPES,19.52100
6899,HUARPES,14.04927
6900,HUARPES,14.04927
6901,HUARPES,14.04927
6902,HUARPES,19.52100
6903,SUIPACHA,19.52100
6904,SUIPACHA,6.56475
6905,SUIPACHA,19.52100
6906,SUIPACHA,19.52100
6907,MAIPU,25.45938
6908,MAIPU,18.66266
6909,MAIPU,18.66266
6910,MAIPU,18.66266
6911,MAIPU,25.45938
6912,MAIPU,25.45938
6913,PERU,10.26782
6914,PERU,17.70457
6915,PERU,10.26782
6916,PERU,17.70457
6917,VIDELA RICARDO GDOR,6.89784
6918,VIDELA RICARDO GDOR,17.29200
6919,VIDELA RICARDO GDOR,17.29200
6920,VIDELA RICARDO GDOR,6.89784
6921,MAIPU,18.66266
6922,MAIPU,18.66266
6923,MAIPU,18.66266
6924,MAIPU,17.29200
6925,MAIPU,17.29200
6926,VENDIMIADORES,17.83130
6927,VENDIMIADORES,17.70457
6928,VENDIMIADORES,17.70457
6929,INGENIEROS JOSE,1.98886
6930,INGENIEROS JOSE,1.98886
6931,INGENIEROS JOSE,2.73100
6932,OLASCOAGA LAURENTINO CNEL,19.16354
6933,OLASCOAGA LAURENTINO CNEL,16.26603
6934,OLASCOAGA LAURENTINO CNEL,19.16354
6935,OLASCOAGA LAURENTINO CNEL,19.16354
6936,OLASCOAGA LAURENTINO CNEL,16.26603
6937,OLASCOAGA LAURENTINO CNEL,16.26603
6938,PARANA,19.16354
6939,PARANA,19.16354
6940,PARANA,19.34317
6941,PARANA,19.34317
6942,PARANA,19.16354
6943,PARANA,19.34317
6944,PASO DE LOS ANDES,34.03147
6945,PASO DE LOS ANDES,23.31395
6946,PASO DE LOS ANDES,23.31395
6947,PASO DE LOS ANDES,34.03147
6948,PASO DE LOS ANDES,34.03147
6949,PASO DE LOS ANDES,23.31395
6950,SUIPACHA,19.52100
6951,SUIPACHA,19.52100
6952,SUIPACHA,34.03147
6953,SUIPACHA,19.52100
6954,SUIPACHA,34.03147
6955,SUIPACHA,34.03147
6956,INGENIEROS JOSE,2.88803
6957,INGENIEROS JOSE,2.73100
6958,INGENIEROS JOSE,2.76363
6959,INGENIEROS JOSE,2.88803
6960,BOERO FELIPE DR,2.88803
6961,BOERO FELIPE DR,2.88803
6962,LEBENHSON MOISES DR,3.93408
6963,LEBENHSON MOISES DR,0.13785
6964,AV ESPAÃƒâ€˜A,27.44293
6965,AV ESPAÃƒâ€˜A,27.44293
6966,AV ESPAÃƒâ€˜A,27.44293
6967,AV ESPAÃƒâ€˜A,10.14799
6968,AV ESPAÃƒâ€˜A,9.55318
6969,BENEGAS TIBURCIO,12.43437
6970,BENEGAS TIBURCIO,8.72044
6971,BENEGAS TIBURCIO,12.43437
6972,BENEGAS TIBURCIO,8.72044
6973,BENEGAS TIBURCIO,12.43437
6974,RODRIGUEZ MARTIN CNEL,12.43437
6975,RODRIGUEZ MARTIN CNEL,12.43437
6976,RODRIGUEZ MARTIN CNEL,13.94976
6977,RODRIGUEZ MARTIN CNEL,12.43437
6978,RODRIGUEZ MARTIN CNEL,13.94976
6979,RODRIGUEZ MARTIN CNEL,13.94976
6980,PARANA,12.43437
6981,PARANA,12.43437
6982,PARANA,19.16354
6983,PARANA,19.16354
6984,PARANA,19.16354
6985,PARANA,12.43437
6986,POSTA DEL RETAMO,0.25413
6987,POSTA DEL RETAMO,4.11066
6988,POSTA DEL RETAMO,0.25413
6989,INGENIEROS JOSE,2.99642
6990,INGENIEROS JOSE,2.99642
6991,INGENIEROS JOSE,2.88803
6992,INGENIEROS JOSE,2.88803
6993,VENDIMIADORES,15.31477
6994,VENDIMIADORES,17.83130
6995,VENDIMIADORES,15.31477
6996,GRANADEROS,18.43460
6997,GRANADEROS,32.90165
6998,GRANADEROS,32.90165
6999,GRANADEROS,18.43460
7000,GRANADEROS,32.90165
7001,GRANADEROS,18.43460
7002,SUIPACHA,34.03147
7003,SUIPACHA,32.90165
7004,SUIPACHA,32.90165
7005,SUIPACHA,34.03147
7006,SUIPACHA,32.90165
7007,SUIPACHA,34.03147
7008,DE SAN MARTIN JOSE GRAL AV,44.35101
7009,DE SAN MARTIN JOSE GRAL AV,44.35101
7010,DE SAN MARTIN JOSE GRAL AV,56.41540
7011,DE SAN MARTIN JOSE GRAL AV,56.41540
7012,QUINQUELA MARTIN BENITO,4.12089
7013,QUINQUELA MARTIN BENITO,4.12089
7014,QUINQUELA MARTIN BENITO,2.99642
7015,QUINQUELA MARTIN BENITO,2.99642
7016,CABILDO DE MENDOZA,0.16014
7017,CABILDO DE MENDOZA,3.32944
7018,CABILDO DE MENDOZA,0.16014
7019,DE ESCALADA DE SAN MARTIN R,56.87199
7020,DE ESCALADA DE SAN MARTIN R,56.87199
7021,DE ESCALADA DE SAN MARTIN R,44.01201
7022,DE ESCALADA DE SAN MARTIN R,44.01201
7023,DE ESCALADA DE SAN MARTIN R,56.87199
7024,DE ESCALADA DE SAN MARTIN R,44.01201
7025,CHACABUCO,56.87199
7026,CHACABUCO,56.87199
7027,CHACABUCO,56.41540
7028,CHACABUCO,56.87199
7029,CHACABUCO,56.41540
7030,EL PARRAL,2.94920
7031,EL PARRAL,2.94920
7032,EL PARRAL,9.04490
7033,EL PARRAL,9.04490
7034,VENDIMIADORES,15.31477
7035,VENDIMIADORES,15.31477
7036,VENDIMIADORES,9.04490
7037,VENDIMIADORES,9.04490
7038,LA RIOJA,41.30024
7039,LA RIOJA,50.62314
7040,LA RIOJA,41.30024
7041,LA RIOJA,41.30024
7042,LA RIOJA,50.62314
7043,LA RIOJA,50.62314
7044,CHACABUCO,50.62314
7045,CHACABUCO,56.87199
7046,CHACABUCO,56.87199
7047,CHACABUCO,56.87199
7048,CHACABUCO,50.62314
7049,CHACABUCO,50.62314
7050,VENDIMIADORES,7.14788
7051,VENDIMIADORES,9.04490
7052,VENDIMIADORES,7.14788
7053,VENDIMIADORES,9.04490
7054,LARRALDE,0.01292
7055,LARRALDE,1.77618
7056,LARRALDE,0.01292
7057,LARRALDE,0.01292
7058,VENDIMIADORES,7.14788
7059,VENDIMIADORES,6.99843
7060,VENDIMIADORES,7.14788
7061,FCGSM,12.15339
7062,FCGSM,6.07303
7063,FCGSM,6.07303
7064,FCGSM,12.15339
7065,FCGSM,6.07303
7066,VENDIMIADORES,6.86943
7067,VENDIMIADORES,6.99843
7068,VENDIMIADORES,6.79205
7069,VENDIMIADORES,6.79205
7070,VENDIMIADORES,6.86943
7071,SALTA,28.62705
7072,SALTA,30.95851
7073,SALTA,28.62705
7074,SALTA,28.62705
7075,SALTA,30.95851
7076,SALTA,30.95851
7077,CHACABUCO,50.62314
7078,CHACABUCO,50.62314
7079,CHACABUCO,30.95851
7080,CHACABUCO,30.95851
7081,CHACABUCO,30.95851
7082,CHACABUCO,50.62314
7083,DEL CASTILLO,
7084,DEL CASTILLO,
7085,DEL CASTILLO,0.31898
7086,DEL CASTILLO,0.31898
7087,POSTA DEL RETAMO,4.29711
7088,POSTA DEL RETAMO,4.29711
7089,POSTA DEL RETAMO,4.11066
7090,POSTA DEL RETAMO,4.29711
7091,POSTA DEL RETAMO,4.15085
7092,QUINQUELA MARTIN BENITO,4.29711
7093,QUINQUELA MARTIN BENITO,4.12089
7094,QUINQUELA MARTIN BENITO,4.12089
7095,QUINQUELA MARTIN BENITO,4.29711
7096,QUINQUELA MARTIN BENITO,4.29711
7097,INGENIEROS JOSE,2.75550
7098,INGENIEROS JOSE,2.75550
7099,INGENIEROS JOSE,2.99642
7100,INGENIEROS JOSE,2.99642
7101,QUINQUELA MARTIN BENITO,2.75550
7102,QUINQUELA MARTIN BENITO,2.75550
7103,MITRE BARTOLOME GRAL AV,12.38114
7104,MITRE BARTOLOME GRAL AV,6.15571
7105,MITRE BARTOLOME GRAL AV,6.15571
7106,MITRE BARTOLOME GRAL AV,6.15571
7107,VENDIMIADORES,6.15571
7108,VENDIMIADORES,6.79205
7109,VENDIMIADORES,6.15571
7110,VENDIMIADORES,6.79205
7111,VENDIMIADORES,6.15571
7112,MITRE BARTOLOME GRAL AV,5.77584
7113,MITRE BARTOLOME GRAL AV,5.77584
7114,MITRE BARTOLOME GRAL AV,13.29906
7115,VENDIMIADORES,5.77584
7116,VENDIMIADORES,6.15571
7117,VENDIMIADORES,6.15571
7118,VENDIMIADORES,5.77584
7119,VENDIMIADORES,6.15571
7120,MORENO JOSE FEDERICO,23.24562
7121,MORENO JOSE FEDERICO,23.24562
7122,MORENO JOSE FEDERICO,23.24562
7123,MORENO JOSE FEDERICO,25.00438
