poblacion,0-14,primario,secundario,polimodal,lee_y _esc,NoLee_ni_e,x,y,ID,clasificacion,punto_tipo
485.0,67.0,68.0,131.0,24.0,448.0,21.0,-68.83663355,-32.86981363,I762,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89454274,-32.86854902,I768,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86870932,-32.86986043,I769,0,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.84067234,-32.86985491,I770,1,Intersercción
452.0,49.0,55.0,102.0,18.0,439.0,8.0,-68.83794768,-32.86986944,I771,1,Intersercción
745.0,213.0,317.0,201.0,20.0,626.0,58.0,-68.86398649,-32.86994555,I772,1,Intersercción
452.0,49.0,55.0,102.0,18.0,439.0,8.0,-68.83925115,-32.86991621,I773,1,Intersercción
1259.0,361.0,517.0,335.0,72.0,1101.0,83.0,-68.86547167,-32.86995617,I774,0,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.83968921,-32.86992579,I775,1,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.83940072,-32.86992542,I776,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87849646,-32.86997852,I777,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86926477,-32.86996921,I778,0,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.8291219,-32.86992983,I779,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88382179,-32.87004372,I780,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.8339514,-32.86995437,I781,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.87076054,-32.8700429,I782,0,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.87052546,-32.87005167,I783,0,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.84648453,-32.87006055,I784,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86989499,-32.8700961,I785,0,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82745476,-32.87008985,I786,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.877588,-32.87015797,I787,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82696322,-32.8701072,I788,1,Intersercción
1259.0,361.0,517.0,335.0,72.0,1101.0,83.0,-68.86609108,-32.87016423,I789,0,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.8829197,-32.87019914,I790,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.82577715,-32.87013261,I791,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.82445218,-32.87015781,I792,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.82302038,-32.87017382,I793,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.82175953,-32.87019007,I795,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.82045591,-32.87022427,I796,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85240355,-32.87029309,I797,1,Intersercción
1123.0,218.0,282.0,345.0,48.0,1037.0,43.0,-68.81915231,-32.87024944,I798,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87669024,-32.87032841,I799,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85165558,-32.87031024,I800,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89148245,-32.869815100000004,I802,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89163836,-32.87036028,I803,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85311938,-32.87033001,I804,1,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.84511642,-32.87032035,I805,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88535563,-32.87037272,I807,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88536455,-32.87040486,I808,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88535994,-32.87040582,I809,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86672119,-32.87036327,I810,0,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.85099306,-32.87034552,I811,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85391,-32.870367,I812,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84489197,-32.87035614,I813,1,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.85029847,-32.87038978,I814,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85474334,-32.87041305,I815,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83547846,-32.87042527,I816,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89470621,-32.86916531,I819,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83680334,-32.87045405,I823,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.83408938,-32.87045048,I824,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85570485,-32.87049532,I825,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86729792,-32.8705352,I826,0,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86107808,-32.86959216,I827,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85644201,-32.87055929,I828,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84365218,-32.87055297,I829,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.83333058,-32.87053964,I830,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84354532,-32.87056185,I831,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84351326,-32.87056181,I832,1,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.84926172,-32.87057789,I833,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83811738,-32.87056396,I834,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.86067575,-32.86964773,I835,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85709370000001,-32.87061413,I836,1,Intersercción
745.0,213.0,317.0,201.0,20.0,626.0,58.0,-68.86594077,-32.87064196,I837,1,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.84219892,-32.87061426,I838,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.83276417,-32.87060201,I839,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.86028909999999,-32.86970114,I840,1,Intersercción
676.0,76.0,88.0,151.0,30.0,639.0,17.0,-68.85778813,-32.87066903,I842,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88372472,-32.87073793,I843,1,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.84089529,-32.8706577,I844,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83945279,-32.87067389,I845,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86786395,-32.87071614,I846,0,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.85988627,-32.8697493,I847,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.86004521,-32.87069002,I848,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.85831137,-32.87071486,I849,1,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.83973058,-32.87068326,I850,1,Intersercción
666.0,91.0,81.0,165.0,42.0,625.0,14.0,-68.83974125,-32.87069229,I851,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.85911152,-32.86984191,I852,1,Intersercción
612.0,125.0,111.0,172.0,28.0,553.0,27.0,-68.85926514,-32.87080947,I853,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.81919936,-32.87075446,I854,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88282262,-32.87089335,I855,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88284503,-32.87068329,I856,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86841931,-32.87088805,I857,0,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.8855258,-32.87098603,I859,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88553485,-32.87101816,I860,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88553011,-32.87101912,I861,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89181923,-32.87100064,I862,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89165208,-32.87040887,I863,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82917327,-32.87100291,I864,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.86898535,-32.87106898,I865,0,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89487611,-32.86975756,I871,1,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.84673926,-32.87105272,I872,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82750616,-32.87113588,I873,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85721032,-32.87118233,I874,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.85836978,-32.87108837,I875,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.82588201,-32.87115166,I876,1,Intersercción
1376.0,429.0,613.0,359.0,48.0,1157.0,116.0,-68.8695514,-32.87124089,I877,0,Intersercción
745.0,213.0,317.0,201.0,20.0,626.0,58.0,-68.86412427,-32.87068508,I878,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.82456769,-32.8711859,I879,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87975555,-32.87126014,I880,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.8797546,-32.87125655,I881,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87938526,-32.86985513,I882,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82316789,-32.87121999,I883,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82189629,-32.87126327,I884,1,Intersercción
985.0,161.0,166.0,198.0,47.0,915.0,35.0,-68.84538182,-32.87131254,I885,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88366611,-32.87137204,I886,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82060332,-32.87130651,I887,1,Intersercción
730.0,137.0,153.0,236.0,19.0,669.0,34.0,-68.81954014,-32.87131851,I888,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84515735,-32.87135735,I889,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.81961758,-32.87133214,I890,1,Intersercción
730.0,137.0,153.0,236.0,19.0,669.0,34.0,-68.81954545,-32.87133204,I891,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.8788765,-32.87141258,I892,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87851196,-32.87003698,I893,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85495543,-32.87140516,I894,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83703664,-32.87141917,I895,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.85044624,-32.87147199,I896,1,Intersercción
741.0,116.0,120.0,188.0,46.0,699.0,24.0,-68.88136864,-32.87151415,I897,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.88125169999999,-32.87107221,I898,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87759672,-32.87019023,I899,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87797072,-32.871574,I900,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83575424,-32.87152569,I901,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89183057,-32.87104032,I903,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85411106,-32.87155747,I907,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.88087761,-32.87115301,I908,1,Intersercción
741.0,116.0,120.0,188.0,46.0,699.0,24.0,-68.88100523,-32.87160397,I909,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.83439709,-32.87160506,I910,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84397085,-32.87162638,I911,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.88065253,-32.87167577,I912,1,Intersercción
585.0,90.0,91.0,148.0,25.0,556.0,11.0,-68.83440771,-32.87164114,I914,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89505725,-32.87038815,I919,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86761597,-32.87221269,I921,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.86633406,-32.87180717,I922,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85335219,-32.87170085,I923,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.8766995,-32.87036296,I925,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.85844003,-32.87153759,I926,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86219777,-32.87188099,I927,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86205414,-32.87069994,I928,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.8616648,-32.87073569,I929,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88361184,-32.8720212,I930,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82920349,-32.87195875,I931,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86810322,-32.87194082,I932,1,Intersercción
741.0,116.0,120.0,188.0,46.0,699.0,24.0,-68.8811115,-32.87203689,I933,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.8602787,-32.87204293,I934,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86008576,-32.87092498,I935,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86305724,-32.87205825,I936,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82755785,-32.87202863,I937,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.85131073,-32.87206813,I938,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.85127868,-32.87206809,I939,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.85948887,-32.87213767,I940,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83962125,-32.87206271,I941,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.83973877,-32.87207188,I942,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.86229495,-32.87210776,I943,1,Intersercción
500.0,70.0,92.0,137.0,16.0,473.0,13.0,-68.84700459999999,-32.87208999,I944,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83962119,-32.87209878,I945,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85512521,-32.87212671,I946,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.82596564,-32.87209856,I947,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.82467269,-32.872123800000004,I948,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82330495,-32.87214893,I952,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.85060531,-32.87219353,I955,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87993990000001,-32.87270384,I956,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82202269,-32.87217416,I957,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82071904,-32.87220837,I959,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82010997,-32.87221651,I960,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.85945243,-32.87228493,I962,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89507493,-32.87105483,I964,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.89310941,-32.87143647,I965,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85422740000001,-32.87228797,I968,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83858441,-32.87227778,I969,1,Intersercción
500.0,70.0,92.0,137.0,16.0,473.0,13.0,-68.84565785,-32.87234081,I971,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.84972885,-32.87235478,I972,1,Intersercción
583.0,137.0,103.0,186.0,22.0,514.0,36.0,-68.85858623,-32.87238507,I973,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86835288,-32.87245692,I974,1,Intersercción
612.0,105.0,68.0,120.0,19.0,578.0,15.0,-68.85751807,-32.87250817,I975,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85301961,-32.87251198,I976,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83732311,-32.87252862,I977,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86979065,-32.87250008,I978,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86979768,-32.87250232,I979,1,Intersercción
500.0,70.0,92.0,137.0,16.0,473.0,13.0,-68.84846763,-32.87257868,I980,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85232486,-32.87264642,I981,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88355754,-32.872688399999994,I982,1,Intersercción
1026.0,324.0,512.0,192.0,45.0,859.0,93.0,-68.86900436,-32.87267401,I983,1,Intersercción
853.0,138.0,113.0,190.0,32.0,799.0,31.0,-68.85226073,-32.87265536,I984,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84410792,-32.87267251,I985,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83668175,-32.87266304,I986,1,Intersercción
581.0,88.0,52.0,135.0,14.0,547.0,15.0,-68.85620340000001,-32.87275012,I987,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87887974,-32.87142522,I988,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87922990000001,-32.872792499999996,I989,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84355215,-32.87275297,I990,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.83989783,-32.87274835,I991,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.8515553,-32.87278076,I995,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.8360725,-32.87277044,I996,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82336785,-32.87276217,I997,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83607247,-32.87278848,I998,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.86654653,-32.87283372,I999,1,Intersercción
785.0,115.0,154.0,214.0,30.0,724.0,29.0,-68.83204411,-32.87281018,I1000,1,Intersercción
876.0,157.0,229.0,261.0,57.0,810.0,35.0,-68.82027975,-32.87280285,I1001,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.86655712,-32.87289685,I1003,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84354126,-32.87287018,I1004,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84148969,-32.87287661,I1005,1,Intersercción
691.0,108.0,97.0,167.0,29.0,648.0,21.0,-68.85531627,-32.8729114,I1008,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87797748,-32.871599800000006,I1009,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87833213,-32.87295394,I1010,1,Intersercción
785.0,115.0,154.0,214.0,30.0,724.0,29.0,-68.83060141,-32.87291644,I1011,1,Intersercción
12.0,1.0,3.0,0.0,3.0,12.0,0.0,-68.85866625,-32.87286053,I1012,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83877552,-32.87295429,I1013,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.86720866,-32.87306886,I1016,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82924419,-32.8730228,I1017,1,Intersercción
691.0,108.0,97.0,167.0,29.0,648.0,21.0,-68.85437569999999,-32.87308163,I1018,1,Intersercción
575.0,88.0,68.0,138.0,24.0,529.0,20.0,-68.84990927,-32.87308537,I1019,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83813419,-32.87307069,I1020,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84419266,-32.87309641,I1023,1,Intersercción
1053.0,231.0,261.0,290.0,44.0,965.0,43.0,-68.82764117,-32.87314684,I1028,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83749287,-32.87318707,I1029,1,Intersercción
620.0,101.0,79.0,156.0,29.0,577.0,22.0,-68.85334961,-32.87326979,I1031,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.82608094,-32.87324386,I1032,1,Intersercción
947.0,140.0,124.0,234.0,44.0,884.0,30.0,-68.84382906,-32.87327179,I1033,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88351827,-32.87336166,I1034,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.8681272,-32.87333132,I1035,1,Intersercción
500.0,70.0,92.0,137.0,16.0,473.0,13.0,-68.84866939,-32.87331831,I1036,1,Intersercción
924.0,136.0,120.0,224.0,36.0,864.0,31.0,-68.83685154,-32.87330346,I1037,1,Intersercción
778.0,170.0,163.0,257.0,51.0,705.0,37.0,-68.8247772,-32.87331418,I1038,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.868437,-32.87337673,I1039,1,Intersercción
1057.0,300.0,430.0,254.0,55.0,904.0,90.0,-68.86813779,-32.87339445,I1041,1,Intersercción
691.0,108.0,97.0,167.0,29.0,648.0,21.0,-68.85545432,-32.87344356,I1043,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88258409999999,-32.87351705,I1044,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88260115,-32.87332942,I1045,1,Intersercción
581.0,88.0,52.0,135.0,14.0,547.0,15.0,-68.8560947,-32.87389514,I1046,1,Intersercción
754.0,133.0,177.0,246.0,13.0,708.0,24.0,-68.83209548,-32.8739013,I1047,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82478672,-32.87390931,I1048,1,Intersercción
691.0,108.0,97.0,167.0,29.0,648.0,21.0,-68.85560305,-32.87397573,I1049,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82352575,-32.87396164,I1052,1,Intersercción
754.0,133.0,177.0,246.0,13.0,708.0,24.0,-68.83066343,-32.87401659,I1053,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.88258539,-32.87416943,I1054,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88256237,-32.87378754,I1055,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.88257895,-32.8743763,I1056,1,Intersercción
1255.0,280.0,295.0,263.0,37.0,1121.0,67.0,-68.84884974,-32.87408497,I1057,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82928484,-32.8741139,I1059,1,Intersercción
691.0,108.0,97.0,167.0,29.0,648.0,21.0,-68.85465176,-32.87415496,I1060,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83911519,-32.87419906,I1062,1,Intersercción
741.0,116.0,120.0,188.0,46.0,699.0,24.0,-68.88022346,-32.87407065,I1063,1,Intersercción
741.0,116.0,120.0,188.0,46.0,699.0,24.0,-68.88079866,-32.87426377,I1064,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83908309,-32.87422607,I1066,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82770319,-32.87422895,I1067,1,Intersercción
581.0,88.0,52.0,135.0,14.0,547.0,15.0,-68.85669242,-32.87430159,I1069,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82458299,-32.8742697,I1070,1,Intersercción
1255.0,280.0,295.0,263.0,37.0,1121.0,67.0,-68.84755641,-32.87431784,I1071,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82358922,-32.87428633,I1072,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82197573,-32.87428405,I1073,1,Intersercción
620.0,101.0,79.0,156.0,29.0,577.0,22.0,-68.85363636,-32.87433412,I1074,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82534156,-32.87431584,I1075,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82619635,-32.87433507,I1076,1,Intersercción
581.0,88.0,52.0,135.0,14.0,547.0,15.0,-68.85625418,-32.87439126,I1077,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87923964,-32.87282907,I1078,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87969502,-32.87453972,I1079,1,Intersercción
1255.0,280.0,295.0,263.0,37.0,1121.0,67.0,-68.84702198,-32.87441637,I1081,1,Intersercción
831.0,138.0,134.0,217.0,30.0,775.0,36.0,-68.83881563,-32.87440607,I1082,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82191139,-32.87440118,I1083,1,Intersercción
620.0,101.0,79.0,156.0,29.0,577.0,22.0,-68.85289885,-32.87446851,I1084,1,Intersercción
963.0,204.0,204.0,278.0,28.0,868.0,41.0,-68.82401634,-32.87443121,I1085,1,Intersercción
