poblacion,0-14,primario,secundario,polimodal,lee_y _esc,NoLee_ni_e,x,y,ID,clasificacion,punto_tipo
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,1,Rulero
401.0,54.0,44.0,81.0,11.0,383.0,13.0,-68.84567,-32.90273,R36,0,Rulero
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85032,-32.89217,R37,1,Rulero
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85032,-32.89217,R37,1,Rulero
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85032,-32.89217,R37,1,Rulero
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85032,-32.89217,R37,1,Rulero
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85032,-32.89217,R37,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,1,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,0,Rulero
656.0,86.0,66.0,112.0,26.0,620.0,19.0,-68.85428,-32.90217,R38,0,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85506,-32.88548,R39,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
528.0,87.0,40.0,82.0,18.0,487.0,16.0,-68.84836999999999,-32.90143,R40,1,Rulero
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83268912,-32.86220265,I1,1,Intersercción
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83349566,-32.86225332,I3,1,Intersercción
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83422206,-32.86230839,I4,1,Intersercción
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83485233,-32.86235431,I5,1,Intersercción
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83616636,-32.86240112,I6,1,Intersercción
1059.0,275.0,324.0,333.0,67.0,950.0,63.0,-68.84217070000001,-32.86241785,I7,1,Intersercción
1059.0,275.0,324.0,333.0,67.0,950.0,63.0,-68.84175403,-32.86241733,I8,1,Intersercción
845.0,186.0,190.0,279.0,42.0,753.0,42.0,-68.83798259999999,-32.86242152,I9,1,Intersercción
493.0,130.0,144.0,171.0,12.0,424.0,45.0,-68.83812149,-32.8624217,I10,1,Intersercción
1059.0,275.0,324.0,333.0,67.0,950.0,63.0,-68.8416152,-32.86242093,I11,1,Intersercción
493.0,130.0,144.0,171.0,12.0,424.0,45.0,-68.8410916,-32.86243452,I12,1,Intersercción
493.0,130.0,144.0,171.0,12.0,424.0,45.0,-68.8402796,-32.8624425,I13,1,Intersercción
1059.0,275.0,324.0,333.0,67.0,950.0,63.0,-68.84297192,-32.86246395,I14,1,Intersercción
1059.0,275.0,324.0,333.0,67.0,950.0,63.0,-68.84394408,-32.86251025,I15,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84469192,-32.86252921,I16,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84525813,-32.86254795,I17,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84582437,-32.86255766,I18,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84644399999999,-32.86257646,I19,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84106996,-32.86258778,I20,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84714896,-32.86268552,I21,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84299276,-32.86276153,I22,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84393293,-32.86277172,I23,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83258645,-32.86282468,I24,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84872985,-32.86288582,I25,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84203097,-32.86289557,I26,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84923185,-32.86296758,I27,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.84978727,-32.86305841,I28,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84301359,-32.86306813,I29,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.85057769,-32.86317658,I30,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.8382163,-32.86316121,I31,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.83903923,-32.863018,I32,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83806667,-32.86318806,I36,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.85133618,-32.86322257,I37,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.85210535,-32.86326856,I39,1,Intersercción
1043.0,171.0,281.0,311.0,47.0,954.0,42.0,-68.85293864,-32.86330561,I40,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84391062,-32.86331271,I41,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83252947,-32.86329799,I42,1,Intersercción
733.0,158.0,111.0,180.0,19.0,672.0,32.0,-68.85359032,-32.86333343,I43,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84464777,-32.86334068,I44,1,Intersercción
733.0,158.0,111.0,180.0,19.0,672.0,32.0,-68.85419927,-32.86336119,I46,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84522467,-32.86335943,I48,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84553449,-32.86336883,I49,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84579090000001,-32.86337816,I50,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84637849,-32.86339692,I51,1,Intersercción
733.0,158.0,111.0,180.0,19.0,672.0,32.0,-68.85511801,-32.86341636,I52,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84700881,-32.86341572,I53,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84755365,-32.86344344,I56,1,Intersercción
733.0,158.0,111.0,180.0,19.0,672.0,32.0,-68.85596197,-32.86346242,I57,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84808784,-32.86345311,I58,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.8564566,-32.86350055,I60,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84867541,-32.86348087,I61,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83642082,-32.86346545,I62,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86045454,-32.86351711,I64,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.8604465,-32.86353062,I65,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85787015,-32.86359332,I66,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.8604438,-32.86354865,I67,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83250232,-32.8635324,I68,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86112486,-32.86358548,I72,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86169908,-32.86361767,I73,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83381365,-32.86360628,I74,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86227597,-32.86364987,I75,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84205099,-32.86365302,I76,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84314073,-32.86367242,I78,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84388859,-32.86369139,I79,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86350186,-32.86371884,I80,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84315137,-32.86369949,I83,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83517038,-32.86368923,I84,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86412414,-32.86376009,I85,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84388843,-32.86378156,I86,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86606055,-32.86381628,I87,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84554437,-32.86383772,I90,1,Intersercción
1478.0,408.0,613.0,373.0,62.0,1283.0,112.0,-68.86924695,-32.86390982,I92,0,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84700801,-32.8638846,I93,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86792479,-32.86391294,I94,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.8685097,-32.86394061,I95,0,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85413418,-32.86396525,I98,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86416654,-32.86398556,I99,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.840138,-32.86395716,I100,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83245879,-32.86395613,I101,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83245874,-32.86398318,I103,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85506361,-32.86402043,I104,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85651662,-32.86404014,I105,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85590756,-32.86407551,I106,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86349326,-32.86410205,I107,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.83928301,-32.86410034,I108,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85846097,-32.86414154,I109,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84089613,-32.86420159,I110,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84011619,-32.86420059,I111,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86601448,-32.86425806,I112,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84168671,-32.86422964,I113,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84386624,-32.86425041,I114,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83825701,-32.86427936,I115,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84471021,-32.86429655,I116,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83811808,-32.86429721,I117,1,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84221009,-32.86431146,I118,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86791612,-32.86435025,I119,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84554349,-32.86434267,I120,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.86848233,-32.86438692,I121,0,Intersercción
643.0,104.0,118.0,171.0,42.0,595.0,20.0,-68.84329976,-32.86437594,I122,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84660113,-32.86439807,I123,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84386595,-32.86441272,I124,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84331038,-32.86441202,I125,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84703913,-32.86442566,I126,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85407996,-32.8644521,I128,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84760533,-32.86446241,I129,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85502009,-32.86449828,I133,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84803263,-32.864499,I134,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84837448,-32.86452647,I136,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.8486095,-32.86454479,I137,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83666457,-32.8645478,I138,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84888724,-32.86457217,I139,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84911159999999,-32.86458146,I140,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86429379,-32.86461688,I141,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85656912,-32.86460827,I142,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.84964573,-32.86462719,I143,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83260446,-32.86461456,I144,1,Intersercción
668.0,212.0,88.0,88.0,26.0,562.0,62.0,-68.87811921,-32.86415573,I145,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87615311,-32.86471936,I146,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87704596,-32.86454536,I147,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87794853,-32.86436946,I148,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.85043625,-32.86469125,I149,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85847075,-32.86470962,I150,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83406805,-32.86468865,I151,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86360982,-32.86473336,I152,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86597099,-32.86476296,I153,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84230549,-32.86473537,I154,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84222002,-32.86473526,I155,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85498761,-32.86475973,I156,1,Intersercción
796.0,127.0,124.0,222.0,33.0,738.0,30.0,-68.85120541,-32.86475529,I157,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.8434166,-32.86476382,I158,1,Intersercción
1018.0,182.0,216.0,274.0,39.0,922.0,58.0,-68.83541414,-32.86475355,I159,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.8417819,-32.86477078,I160,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84215008,-32.86474093,I161,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84384392,-32.8647914,I162,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85584226,-32.86481482,I163,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.8611309,-32.86484785,I164,1,Intersercción
764.0,129.0,125.0,170.0,27.0,704.0,27.0,-68.85197454,-32.86483735,I165,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86790468,-32.86486421,I166,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86363099,-32.86485962,I167,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86288309999999,-32.8648588,I168,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.8622741,-32.86485813,I169,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86169715,-32.8648575,I170,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85660075,-32.86486979,I171,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87525153,-32.8648911,I172,1,Intersercción
848.0,190.0,124.0,180.0,50.0,766.0,40.0,-68.87395625,-32.86513784,I173,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.86844953,-32.86489183,I174,0,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84549985,-32.86486559,I175,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86071408,-32.86493756,I177,1,Intersercción
764.0,129.0,125.0,170.0,27.0,704.0,27.0,-68.85280776,-32.86492851,I178,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85341664,-32.86500136,I179,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84067036,-32.86498577,I180,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85401485,-32.86506517,I181,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.84003977,-32.865111199999994,I182,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85663233,-32.86516739,I185,1,Intersercción
668.0,212.0,88.0,88.0,26.0,562.0,62.0,-68.88297759,-32.86472015,I188,1,Intersercción
668.0,212.0,88.0,88.0,26.0,562.0,62.0,-68.88007346,-32.86528222,I189,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86790408,-32.86526997,I190,1,Intersercción
825.0,122.0,141.0,235.0,37.0,771.0,29.0,-68.8487472,-32.86524827,I191,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85849121,-32.86527771,I192,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85493334,-32.86528265,I193,1,Intersercción
825.0,122.0,141.0,235.0,37.0,771.0,29.0,-68.84959112,-32.86533044,I196,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86790394,-32.86536014,I197,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.86841676,-32.86537871,I198,0,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86443151,-32.86538347,I199,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.86868384,-32.86539702,I200,0,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86517940000002,-32.8653933,I201,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86590592,-32.86540309,I202,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86227326,-32.86539915,I203,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86282884,-32.86539976,I204,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86169631,-32.86539851,I205,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86132236,-32.8653981,I206,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88456334,-32.86543072,I207,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86722007,-32.86541351,I209,1,Intersercción
1614.0,498.0,491.0,294.0,110.0,1374.0,142.0,-68.86373699,-32.86540977,I210,1,Intersercción
669.0,106.0,100.0,178.0,13.0,624.0,22.0,-68.83845798,-32.86539771,I211,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84543479,-32.86541554,I212,1,Intersercción
669.0,106.0,100.0,178.0,13.0,624.0,22.0,-68.83831905,-32.86541557,I214,1,Intersercción
921.0,177.0,99.0,188.0,51.0,856.0,33.0,-68.87900475,-32.86548858,I215,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85578778,-32.86547299,I216,1,Intersercción
627.0,185.0,60.0,85.0,23.0,573.0,27.0,-68.88840691,-32.86551536,I217,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85396068,-32.86552497,I218,1,Intersercción
764.0,129.0,125.0,170.0,27.0,704.0,27.0,-68.85275329,-32.86555963,I219,1,Intersercción
921.0,177.0,99.0,188.0,51.0,856.0,33.0,-68.87827803,-32.86562313,I220,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85491146,-32.86559822,I221,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.83284835,-32.86559773,I222,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85490072,-32.86563427,I223,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85394981,-32.86563316,I224,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85576612,-32.86565331,I225,1,Intersercción
510.0,76.0,51.0,110.0,20.0,478.0,16.0,-68.85668492,-32.86568141,I226,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85705874,-32.86576299,I228,1,Intersercción
921.0,177.0,99.0,188.0,51.0,856.0,33.0,-68.877391,-32.86579359,I229,1,Intersercción
958.0,207.0,174.0,276.0,73.0,868.0,45.0,-68.8328828,-32.86574205,I230,1,Intersercción
1179.0,213.0,95.0,138.0,71.0,1106.0,41.0,-68.88674243,-32.86582945,I231,1,Intersercción
643.0,94.0,58.0,93.0,25.0,598.0,22.0,-68.85851172,-32.86581875,I232,1,Intersercción
825.0,122.0,141.0,235.0,37.0,771.0,29.0,-68.84954758,-32.86580829,I233,1,Intersercción
714.0,141.0,96.0,184.0,35.0,649.0,32.0,-68.8343438,-32.86578908,I234,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88650466,-32.86585629,I235,1,Intersercción
1190.0,208.0,76.0,141.0,61.0,1120.0,44.0,-68.88657144,-32.86586086,I236,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85392809,-32.86584955,I237,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.83988887,-32.86584138,I238,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84373520000001,-32.86586428,I239,1,Intersercción
1587.0,470.0,492.0,295.0,166.0,1360.0,132.0,-68.86865105,-32.86590194,I240,0,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84257057,-32.86588085,I241,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84249579,-32.86588076,I242,1,Intersercción
656.0,103.0,120.0,189.0,22.0,617.0,19.0,-68.8409145,-32.86587876,I243,1,Intersercción
1174.0,342.0,514.0,271.0,70.0,1008.0,81.0,-68.86384304,-32.86593286,I244,0,Intersercción
1174.0,342.0,514.0,271.0,70.0,1008.0,81.0,-68.86282803,-32.86593176,I245,0,Intersercción
921.0,177.0,99.0,188.0,51.0,856.0,33.0,-68.87648259,-32.86596402,I246,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.8680099,-32.86595536,I247,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85487885,-32.86594082,I248,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84375644,-32.86593644,I249,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84358546,-32.86595426,I251,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.8677748,-32.86599118,I252,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84366023,-32.86596337,I253,1,Intersercción
714.0,141.0,96.0,184.0,35.0,649.0,32.0,-68.83570041,-32.86595317,I254,1,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84448288,-32.86599145,I256,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84192929,-32.86600628,I257,1,Intersercción
784.0,106.0,116.0,194.0,29.0,735.0,23.0,-68.84242378,-32.86589671,I258,1,Intersercción
1244.0,350.0,491.0,320.0,63.0,1054.0,108.0,-68.86735801,-32.86605386,I259,1,Intersercción
1174.0,342.0,514.0,271.0,70.0,1008.0,81.0,-68.86284921,-32.866049,I260,0,Intersercción
770.0,143.0,168.0,212.0,33.0,712.0,27.0,-68.84535887,-32.86606467,I261,1,Intersercción
921.0,177.0,99.0,188.0,51.0,856.0,33.0,-68.87559555,-32.86613446,I262,1,Intersercción
878.0,123.0,115.0,181.0,41.0,831.0,25.0,-68.85485717,-32.86613015,I264,1,Intersercción
669.0,106.0,100.0,178.0,13.0,624.0,22.0,-68.83702498,-32.86610819,I265,1,Intersercción
