punto_nombre,punto_numero,punto_tipo,link,poblacion_total,hogares,desocupados,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_red_agua,sin_cloaca,densidad_comercios,x,y
HOUSSAY BERNARDO DR,59,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,2,-68.84582437,-32.86255766
HOUSSAY BERNARDO DR,64,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,2,-68.846444,-32.86257646
25 DE MAYO,67,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,6,-68.84106996,-32.86258778
HOUSSAY BERNARDO DR,73,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,1,-68.84714896,-32.86268552
FCGSM,76,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,6,-68.84299276,-32.86276153
QUINTANILLAS JULIO,80,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,5,-68.84393293,-32.86277172
DE SAN MARTIN JOSE GRAL AV,88,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,12,-68.83258645,-32.86282468
HOUSSAY BERNARDO DR,95,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,3,-68.84872985,-32.86288582
PERU,98,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,7,-68.84203097,-32.86289557
HOUSSAY BERNARDO DR,104,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,3,-68.84923185,-32.86296758
HOUSSAY BERNARDO DR,109,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,4,-68.84978727,-32.86305841
ORTIZ CIRIACO CALLEJON,112,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,7,-68.84301359,-32.86306813
HOUSSAY BERNARDO DR,121,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,4,-68.85057769,-32.86317658
MITRE BARTOLOME GRAL AV,124,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,5,-68.8382163,-32.86316121
AMEGHINO FLORENTINO,129,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,5,-68.83903923,-32.863018
COLECTOR ALUVIONAL,133,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.85897529,-32.86320436
COLECTOR ALUVIONAL,135,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.85909548,-32.86320901
COLECTOR ALUVIONAL,138,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.85929579,-32.86321374
MITRE BARTOLOME GRAL AV,140,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,5,-68.83806667,-32.86318806
HOUSSAY BERNARDO DR,151,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,2,-68.85133618,-32.86322257
RIO BLANCO,155,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.8597658,-32.86327288
HOUSSAY BERNARDO DR,159,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,1,-68.85210535,-32.86326856
HOUSSAY BERNARDO DR,161,Interseccion,500491216,1043,331,33,171,229,27,281,38,311,47,89,172,7,954,42,3,0,2,0,-68.85293864,-32.86330561
RUBILAR FRANCISCO,165,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,8,-68.84391062,-32.86331271
DE SAN MARTIN JOSE GRAL AV,169,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,14,-68.83252947,-32.86329799
HOUSSAY BERNARDO DR,172,Interseccion,500491217,733,235,21,158,50,28,111,16,180,19,100,234,5,672,32,0,0,0,0,-68.85359032,-32.86333343
ARROYO MELITON,177,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,7,-68.84464777,-32.86334068
RIO BLANCO,184,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.86051353,-32.86336839
HOUSSAY BERNARDO DR,189,Interseccion,500491217,733,235,21,158,50,28,111,16,180,19,100,234,5,672,32,0,0,0,1,-68.85419927,-32.86336119
RIO BLANCO,193,Interseccion,,,,,,,,,,,,,,,,,,,,0,-68.86053756,-32.86337293
ARROYO MELITON,194,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,6,-68.84522467,-32.86335943
ARROYO MELITON,203,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,5,-68.84553449,-32.86336883
ARROYO MELITON,206,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,4,-68.8457909,-32.86337816
ARROYO MELITON,216,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,3,-68.84637849,-32.86339692
HOUSSAY BERNARDO DR,224,Interseccion,500491217,733,235,21,158,50,28,111,16,180,19,100,234,5,672,32,0,0,0,1,-68.85511801,-32.86341636
ARROYO MELITON,228,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,2,-68.84700881,-32.86341572
RIO BLANCO,237,Interseccion,,,,,,,,,,,,,,,,,,,,1,-68.86116513,-32.86345027
RIO BLANCO,238,Interseccion,,,,,,,,,,,,,,,,,,,,1,-68.86118116,-32.86345029
ARROYO MELITON,241,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,2,-68.84755365,-32.86344344
HOUSSAY BERNARDO DR,246,Interseccion,500491217,733,235,21,158,50,28,111,16,180,19,100,234,5,672,32,0,0,0,1,-68.85596197,-32.86346242
ARROYO MELITON,251,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,2,-68.84808784,-32.86345311
RIO BLANCO,254,Interseccion,,,,,,,,,,,,,,,,,,,,1,-68.86169929,-32.86347791
HOUSSAY BERNARDO DR,258,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.8564566,-32.86350055
ARROYO MELITON,262,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,3,-68.84867541,-32.86348087
PATRICIAS MENDOCINAS,270,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,6,-68.83642082,-32.86346545
RIO BLANCO,281,Interseccion,,,,,,,,,,,,,,,,,,,,1,-68.86227619,-32.8635056
LAGUNA SECA,287,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.86045454,-32.86351711
LAGUNA SECA,289,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.8604465,-32.86353062
HOUSSAY BERNARDO DR,291,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,0,-68.85787015,-32.86359332
LAGUNA SECA,293,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.8604438,-32.86354865
DE SAN MARTIN JOSE GRAL AV,295,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,15,-68.83250232,-32.8635324
RIO BLANCO,298,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86351154,-32.86358766
RIO BLANCO,301,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.86409873,-32.8636249
RIO BLANCO,302,Interseccion,500491118,821,210,36,230,61,50,285,68,226,73,17,28,1,702,72,10,2,2,0,-68.86424186,-32.86363398
HUANACACHE,305,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86112486,-32.86358548
LLANCANELO,307,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86169908,-32.86361767
AMEGHINO FLORENTINO,309,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,12,-68.83381365,-32.86360628
AO STA MARIA,321,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86227597,-32.86364987
PERU,323,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,8,-68.84205099,-32.86365302
RIO BLANCO,327,Interseccion,500491118,821,210,36,230,61,50,285,68,226,73,17,28,1,702,72,10,2,2,1,-68.86527012,-32.8636892
FCGSM,329,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,10,-68.84314073,-32.86367242
AMEGHINO FLORENTINO,332,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,10,-68.84388859,-32.86369139
LOS PAPAGALLOS,341,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86350186,-32.86371884
RIO BLANCO,343,Interseccion,500491118,821,210,36,230,61,50,285,68,226,73,17,28,1,702,72,10,2,2,2,-68.86602864,-32.86372608
RIO BLANCO,344,Interseccion,500491118,821,210,36,230,61,50,285,68,226,73,17,28,1,702,72,10,2,2,2,-68.8660687,-32.86372612
AMEGHINO FLORENTINO,347,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,10,-68.84315137,-32.86369949
AMEGHINO FLORENTINO,355,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,6,-68.83517038,-32.86368923
CORDON DEL PLATA SUR,373,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86412414,-32.86376009
RUBILAR FRANCISCO,375,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,10,-68.84388843,-32.86378156
LLORENS JOSE RVDO,379,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,2,-68.86606055,-32.86381628
TUPUNGATO,381,Interseccion,500491117,1478,370,75,408,184,61,613,130,373,62,39,42,0,1283,112,12,0,7,1,-68.86792757,-32.8638363
TUPUNGATO,386,Interseccion,500491117,1478,370,75,408,184,61,613,130,373,62,39,42,0,1283,112,12,0,7,0,-68.86851516,-32.86386397
ORTIZ CIRIACO CALLEJON,390,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,6,-68.84554437,-32.86383772
TUPUNGATO,399,Interseccion,500491117,1478,370,75,408,184,61,613,130,373,62,39,42,0,1283,112,12,0,7,0,-68.86859795,-32.86386857
TUPUNGATO,402,Interseccion,500491117,1478,370,75,408,184,61,613,130,373,62,39,42,0,1283,112,12,0,7,0,-68.86924695,-32.86390982
ORTIZ CIRIACO CALLEJON,404,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,2,-68.84700801,-32.8638846
EMAUS,414,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,1,-68.86792479,-32.86391294
EL JUNCAL,417,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.8685097,-32.86394061
TUPUNGATO,421,Interseccion,500491117,1478,370,75,408,184,61,613,130,373,62,39,42,0,1283,112,12,0,7,0,-68.86997607,-32.86395567
TUPUNGATO,423,Interseccion,500491109,668,196,15,212,35,46,88,49,88,26,73,196,38,562,62,2,38,87,0,-68.87005353,-32.86395575
ALPATACAL,425,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,1,-68.85413418,-32.86396525
CORDON DEL PLATA SUR,428,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86416654,-32.86398556
MORENO JOSE MARIA,431,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,6,-68.840138,-32.86395716
DE SAN MARTIN JOSE GRAL AV,437,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,15,-68.83245879,-32.86395613
CRISTO REDENTOR SUR AV,439,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.87005611,-32.86401887
DE SAN MARTIN JOSE GRAL AV,441,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,15,-68.83245874,-32.86398318
BALLOFET ING,443,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,1,-68.85506361,-32.86402043
BAGLIETO ING,453,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85651662,-32.86404014
BALLOFET ING,459,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85590756,-32.86407551
LOS PAPAGALLOS,465,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86349326,-32.86410205
CHILE,472,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,7,-68.83928301,-32.86410034
CALLE NÂº1,480,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,0,-68.85846097,-32.86414154
25 DE MAYO,486,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,7,-68.84089613,-32.86420159
MORENO JOSE MARIA,492,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,6,-68.84011619,-32.86420059
LLORENS JOSE RVDO,495,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,4,-68.86601448,-32.86425806
ESTRADA JOSE MANUEL,497,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,8,-68.84168671,-32.86422964
RUBILAR FRANCISCO,505,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,11,-68.84386624,-32.86425041
MITRE BARTOLOME GRAL AV,515,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,8,-68.83825701,-32.86427936
ITALIA,524,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,10,-68.84471021,-32.86429655
MITRE BARTOLOME GRAL AV,528,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,8,-68.83811808,-32.86429721
PERU,541,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,9,-68.84221009,-32.86431146
LAS BOVEDAS,544,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,1,-68.86791612,-32.86435025
ITALIA,551,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,8,-68.84554349,-32.86434267
EL JUNCAL,562,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.86848233,-32.86438692
ESTRADA JOSE MANUEL,567,Interseccion,500070701,643,212,25,104,87,17,118,29,171,42,66,145,19,595,20,3,0,8,11,-68.84329976,-32.86437594
ITALIA,573,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,4,-68.84660113,-32.86439807
RUBILAR FRANCISCO,579,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,11,-68.84386595,-32.86441272
FCGSM,582,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,11,-68.84331038,-32.86441202
ITALIA,591,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,3,-68.84703913,-32.86442566
LAS BOVEDAS,600,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.87007417,-32.86446072
ALPATACAL,609,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,1,-68.85407996,-32.8644521
ITALIA,614,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,3,-68.84760533,-32.86446241
CERRO CAMPANARIO,622,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.89547814,-32.86488607
CERRO CAMPANARIO,623,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.89339593,-32.86449478
CERRO CAMPANARIO,624,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.89051633,-32.86395357
GODOY JUAN GUALBERTO,625,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,1,-68.85502009,-32.86449828
ITALIA,637,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,3,-68.84803263,-32.864499
CERRO LOS GEMELOS BV,643,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.8903633,-32.86457031
ITALIA,646,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,4,-68.84837448,-32.86452647
ITALIA,649,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,4,-68.8486095,-32.86454479
PATRICIAS MENDOCINAS,657,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,7,-68.83666457,-32.8645478
ITALIA,669,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,5,-68.84888724,-32.86457217
ITALIA,675,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,5,-68.8491116,-32.86458146
CORDON DEL PLATA SUR,681,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,2,-68.86429379,-32.86461688
BAGLIETO ING,686,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85656912,-32.86460827
ITALIA,691,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,7,-68.84964573,-32.86462719
DE SAN MARTIN JOSE GRAL AV,699,Interseccion,500490915,958,287,37,207,143,29,174,82,276,73,69,182,2,868,45,3,0,7,13,-68.83260446,-32.86461456
DR. JORGE LUIS MINOPRIO,702,Interseccion,500491109,668,196,15,212,35,46,88,49,88,26,73,196,38,562,62,2,38,87,1,-68.87811921,-32.86415573
DR. JORGE LUIS MINOPRIO,703,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,2,-68.87615311,-32.86471936
DR. JORGE LUIS MINOPRIO,705,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,2,-68.87704596,-32.86454536
DR. JORGE LUIS MINOPRIO,706,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,1,-68.87794853,-32.86436946
ITALIA,707,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,9,-68.85043625,-32.86469125
CALLE NÂº2,718,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,1,-68.85847075,-32.86470962
ESTRADA JOSE MANUEL,727,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,9,-68.83406805,-32.86468865
LOS PAPAGALLOS,737,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86360982,-32.86473336
LLORENS JOSE RVDO,746,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,9,-68.86597099,-32.86476296
PERU,749,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,10,-68.84230549,-32.86473537
LAGOMAGGIORE LUIS DR,756,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,10,-68.84222002,-32.86473526
PASO DE LOS ANDES,758,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,2,-68.85498761,-32.86475973
ITALIA,762,Interseccion,500071104,796,294,35,127,164,25,124,27,222,33,88,214,25,738,30,0,0,0,9,-68.85120541,-32.86475529
LAGOMAGGIORE LUIS DR,776,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,12,-68.8434166,-32.86476382
ESTRADA JOSE MANUEL,785,Interseccion,500070702,1018,346,46,182,195,40,216,27,274,39,137,208,14,922,58,2,0,2,7,-68.83541414,-32.86475355
DE LUCIA FIDEL,803,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,10,-68.8417819,-32.86477078
LAGOMAGGIORE LUIS DR,809,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,10,-68.84215008,-32.86474093
LAGOMAGGIORE LUIS DR,812,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,12,-68.84384392,-32.8647914
GODOY JUAN GUALBERTO,823,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85584226,-32.86481482
GUANACACHE,832,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.8611309,-32.86484785
ITALIA,836,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,7,-68.85197454,-32.86483735
LLARETAS,845,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,1,-68.86790468,-32.86486421
LOS PAPAGALLOS,855,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,2,-68.86363099,-32.86485962
AO LAS PIRCAS,857,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.8628831,-32.8648588
AO STA MARIA,863,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.8622741,-32.86485813
LLANCANELO,870,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,1,-68.86169715,-32.8648575
GODOY JUAN GUALBERTO,877,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85660075,-32.86486979
DR. JORGE LUIS MINOPRIO,886,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,1,-68.87525153,-32.8648911
DR. JORGE LUIS MINOPRIO,887,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87395625,-32.86513784
EL JUNCAL,891,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.86844953,-32.86489183
12 DE FEBRERO,895,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,9,-68.84549985,-32.86486559
LAS CUEVAS,902,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.87012688,-32.86494768
LAGUNA SECA,910,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.86071408,-32.86493756
ITALIA,916,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,4,-68.85280776,-32.86492851
ITALIA,927,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,2,-68.85341664,-32.86500136
LAGOMAGGIORE LUIS DR,938,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,8,-68.84067036,-32.86498577
ITALIA,942,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,2,-68.85401485,-32.86506517
MORENO JOSE MARIA,951,Interseccion,500070705,656,248,32,103,125,13,120,35,189,22,69,170,9,617,19,0,1,3,9,-68.84003977,-32.8651112
CERRO LOS GEMELOS BV,961,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.89021298,-32.86517431
CERRO BANDERITA NORTE,967,Interseccion,500491106,723,199,8,174,67,34,164,48,157,27,70,177,9,661,40,3,59,120,0,-68.8901542,-32.86518779
BAGLIETO ING,973,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,1,-68.85663233,-32.86516739
GRAN CAPITAN ESTE AV,977,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,0,-68.8601434,-32.86511843
CERRO BANDERITA NORTE,984,Interseccion,500491108,627,174,9,185,39,32,60,64,85,23,36,248,41,573,27,0,103,1,0,-68.88987099,-32.86524615
CONI EMILIO DR,986,Interseccion,500491109,668,196,15,212,35,46,88,49,88,26,73,196,38,562,62,2,38,87,2,-68.88297759,-32.86472015
CONI EMILIO DR,987,Interseccion,500491109,668,196,15,212,35,46,88,49,88,26,73,196,38,562,62,2,38,87,4,-68.88007346,-32.86528222
EMAUS,990,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,3,-68.86790408,-32.86526997
LIMITE DE PROPIEDAD,994,Interseccion,500071105,825,310,22,122,189,26,141,28,235,37,73,238,6,771,29,1,0,2,5,-68.8487472,-32.86524827
ESTAY JUSTO,995,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,1,-68.85849121,-32.86527771
ITALIA,1003,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,3,-68.85493334,-32.86528265
CERRO LOS GEMELOS BV,1015,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.8901941,-32.86532308
CERRO BANDERITA NORTE,1018,Interseccion,500491108,627,174,9,185,39,32,60,64,85,23,36,248,41,573,27,0,103,1,0,-68.88933665,-32.86534486
CESPEDES CARLOS DR PJE,1020,Interseccion,500071105,825,310,22,122,189,26,141,28,235,37,73,238,6,771,29,1,0,2,7,-68.84959112,-32.86533044
EMAUS,1027,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,3,-68.86790394,-32.86536014
POTRERILLOS,1033,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.86841676,-32.86537871
CORDON DEL PLATA SUR,1041,Interseccion,500071006,1614,413,102,498,122,56,491,388,294,110,36,40,2,1374,142,34,0,4,9,-68.86443151,-32.86538347
POTRERILLOS,1046,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,0,-68.86868384,-32.86539702
