Numero,fid,totalpobl,hogares,Desocupado,0 - 14,65 y más,Inicial (j,Primario,EGB,Secundario,Polimodal,Superior n,Universita,Post unive,lee_y _esc,NoLee_ni_e,Hacinamien,sin red ag,Sin cloaca,toponimo_i,dens pob,Area_Has,Seccion,target,Tipo de punto_Rulero,TipoResiduo_Papel,TipoResiduo_Plástico,"TipoResiduo_Vidrio, Metal, Tetra",macroz_2_Comercial,macroz_2_Especial Parque Gral. San Marti?n,macroz_2_Residencial suburbano,macroz_2_Residencial urbano
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,0,0,1,1,0,0,0
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,0,0,1,1,0,0,0
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,1,0,0,1,0,0,0
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,31.0,0,0,0,1,1,0,0,0
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,1,0,0,1,0,0,0
20,39.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,22.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,21.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,0,1,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,1,0,0,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,0,0,1,1,0,0,0
21,41.0,767.0,284.0,25.0,81.0,136.0,16.0,42.0,30.0,124.0,35.0,96.0,379.0,24.0,732.0,18.0,1.0,0.0,0.0,326357.0,60.356,411.0,5.0,32.0,0,0,1,0,1,0,0,0
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,22.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,21.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,33.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,0,1,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,1,0,0,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,0,0,1,0,0,0,1
23,32.0,511.0,201.0,10.0,86.0,80.0,13.0,64.0,30.0,109.0,13.0,46.0,189.0,23.0,476.0,14.0,1.0,0.0,0.0,326352.0,62.416,90.0,5.0,32.0,0,0,1,0,0,0,0,1
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,22.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,21.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,31.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,32.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,32.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,32.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,32.0,0,1,0,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,32.0,0,0,1,0,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,11.0,0,0,0,1,0,0,0,0
24,46.0,315.0,165.0,7.0,20.0,65.0,0.0,29.0,3.0,75.0,5.0,35.0,150.0,12.0,310.0,2.0,0.0,3.0,0.0,326349.0,108.696,225.0,2.0,11.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,22.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,21.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,31.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,32.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,32.0,0,0,0,1,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,32.0,0,0,1,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,32.0,0,1,0,0,0,0,0,0
25,48.0,398.0,196.0,13.0,32.0,116.0,4.0,41.0,11.0,75.0,15.0,48.0,175.0,17.0,387.0,1.0,0.0,1.0,0.0,326239.0,37.544,225.0,2.0,32.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,0,1,0,0,0,0,0
27,51.0,466.0,113.0,5.0,56.0,61.0,7.0,67.0,39.0,108.0,20.0,46.0,155.0,13.0,442.0,15.0,1.0,0.0,0.0,326323.0,52.108,225.0,1.0,22.0,0,1,0,0,0,0,0,0
