SeccionNombreCompleto,Zonificacion,Clasificacion,DensidadPoblacion,SeccionNro,SeccionNombre,RacioCensal,Poblacion,Hogares,Desocupados,Edad 0 a 14,Edad mayor 65,InicialCompleto,PrimarioCompleto,EGBCompleto,SecundarioCompleto,PolimodalCompleto,SuperiorCompleto,UniversitarioCompleto,PostgradoCompleto,LeeEscribe,NoLeeEscribe,Hacinamiento,RedAguaNO,CloacaNO,PVNum,PVNom,Direccion,x_wgs,y_wgs,id,fid,Densidad comercial
10ma Seccion Residencial Los Cerros,Area de Seguridad,Natural,0.837,10,Residencial Los Cerros,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,,,,-68.91212,-32.88012,"-68,91212-32,88012",7762,0
8va Seccion Aeroparque,Residencial urbano,Urbano,8.445,8,Aeroparque,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,,,,-68.87833,-32.87295,"-68,87833-32,87295",5700,0.05666
,Residencial urbano,Urbano,73.049,4,Cuarta Oeste,500070710,831,297,49,138,160,34,134,34,217,30,78,258,16,775,36,4,0,1,,,,-68.83813,-32.87307,"-68,83813-32,87307",5808,21.50064
7ma Seccion Residencial Parque,Residencial urbano,Urbano,114.432,7,Residencial Parque,500071021,1026,249,38,324,66,53,512,61,192,45,19,20,0,859,93,18,0,7,,,,-68.87117,-32.87319,"-68,87117-32,87319",5828,0
,Residencial urbano,Urbano,54.775,4,Cuarta Oeste,500070711,924,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,,,,-68.83685,-32.8733,"-68,83685-32,8733",5918,20.01641
10ma Seccion Residencial Los Cerros,Residencial suburbano,Interfaz,0.837,10,Residencial Los Cerros,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,,,,-68.88622,-32.87349,"-68,88622-32,87349",5967,0
8va Seccion Aeroparque,Residencial urbano,Urbano,97.257,8,Aeroparque,500071002,741,242,38,116,93,18,120,39,188,46,71,217,14,699,24,0,9,3,,,,-68.88022,-32.87407,"-68,88022-32,87407",6143,6.15895
7ma Seccion Residencial Parque,Residencial urbano,Urbano,86.166,7,Residencial Parque,500071014,1057,259,56,300,71,51,430,65,254,55,34,45,3,904,90,14,0,2,,,,-68.87022,-32.87426,"-68,87022-32,87426",6147,0
7ma Seccion Residencial Parque,Residencial urbano,Urbano,86.166,7,Residencial Parque,500071014,1057,259,56,300,71,51,430,65,254,55,34,45,3,904,90,14,0,2,,,,-68.86936,-32.875,"-68,86936-32,875",6395,0
,Comercial,Altamente urbano,69.256,4,Cuarta Este Area Fundacional,500070209,806,304,30,143,116,22,147,45,230,31,88,183,10,739,29,4,0,0,,,,-68.83532,-32.87505,"-68,83532-32,87505",6428,31.59343
,Residencial urbano,Urbano,54.775,4,Cuarta Oeste,500070711,924,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,,,,-68.83695,-32.87608,"-68,83695-32,87608",6713,32.83089
,Comercial,Altamente urbano,33.709,4,Cuarta Este Area Fundacional,500070212,470,157,12,78,85,12,118,12,145,18,60,70,8,433,20,0,0,0,,,,-68.8279,-32.8767,"-68,8279-32,8767",6885,25.45938
,Comercial,Altamente urbano,33.709,4,Cuarta Este Area Fundacional,500070212,470,157,12,78,85,12,118,12,145,18,60,70,8,433,20,0,0,0,,,,-68.82664,-32.87677,"-68,82664-32,87677",6908,18.66266
,Comercial,Altamente urbano,33.709,4,Cuarta Este Area Fundacional,500070212,470,157,12,78,85,12,118,12,145,18,60,70,8,433,20,0,0,0,,,,-68.82701,-32.87793,"-68,82701-32,87793",7207,15.70953
6ta Seccion Residencial Norte,Comercial,Altamente urbano,78.314,6,Residencial Norte,500070609,498,198,16,72,82,17,75,11,123,17,61,151,15,459,18,0,4,0,,,,-68.85652,-32.88062,"-68,85652-32,88062",7881,21.85937
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87345,-32.88436,"-68,87345-32,88436",8692,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86988,-32.88491,"-68,86988-32,88491",8839,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.8733,-32.88417,"-68,8733-32,88417",8677,0
,Comercial,Altamente urbano,58.259,4,Cuarta Este Area Fundacional,500070213,808,311,23,156,102,37,179,36,251,37,68,149,8,738,40,5,0,1,,,,-68.8323,-32.87885,"-68,8323-32,87885",7445,25.33616
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.8627,-32.88627,"-68,8627-32,88627",9334,1.38752
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87002,-32.88655,"-68,87002-32,88655",9407,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87038,-32.88836,"-68,87038-32,88836",9934,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86682,-32.8888,"-68,86682-32,8888",10114,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87148,-32.8881,"-68,87148-32,8881",9864,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.8634,-32.88832,"-68,8634-32,88832",9915,0.13438
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86677,-32.88759,"-68,86677-32,88759",9679,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87156,-32.89078,"-68,87156-32,89078",10660,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.8662,-32.89009,"-68,8662-32,89009",10430,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86633,-32.88901,"-68,86633-32,88901",10178,0
,Comercial,Altamente urbano,33.709,4,Cuarta Este Area Fundacional,500070212,470,157,12,78,85,12,118,12,145,18,60,70,8,433,20,0,0,0,,,,-68.82954,-32.88018,"-68,82954-32,88018",7801,14.1457
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87246,-32.8894,"-68,87246-32,8894",10284,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87413,-32.88963,"-68,87413-32,88963",10347,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86411,-32.89201,"-68,86411-32,89201",11211,0.2818
9na Seccion Parque Gral. San Martin,Especial UNCuyo,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.88156,-32.8804,"-68,88156-32,8804",7906,0
9na Seccion Parque Gral. San Martin,Especial UNCuyo,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.88235,-32.88065,"-68,88235-32,88065",7920,0
6ta Seccion Residencial Norte,Residencial urbano,Urbano,66.358,6,Residencial Norte,500070611,358,138,7,50,57,13,42,17,78,10,39,135,8,331,18,0,0,0,,,,-68.85814,-32.88148,"-68,85814-32,88148",8104,12.49547
7ma Seccion Residencial Parque,Especial Parque Gral. San Marti要,Especial,0.019,7,Residencial Parque,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87317,-32.88169,"-68,87317-32,88169",8186,0.72201
9na Seccion Parque Gral. San Martin,Residencial urbano,Urbano,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87363,-32.88154,"-68,87363-32,88154",8128,0.45741
9na Seccion Parque Gral. San Martin,Residencial urbano,Urbano,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87364,-32.88155,"-68,87364-32,88155",8130,0.4598
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46.368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-68.83463,-32.89382,"-68,83463-32,89382",11748,56.92265
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-68.85805,-32.89395,"-68,85805-32,89395",11780,15.40165
11ra Seccion San Agustin,Residencial suburbano,Interfaz,2.279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.90004,-32.89424,"-68,90004-32,89424",11852,0
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46.368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-68.83229,-32.89424,"-68,83229-32,89424",11881,26.64191
2da Seccion Barrio Civico,Comercial,Altamente urbano,51.914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-68.85107,-32.89438,"-68,85107-32,89438",11906,33.86328
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,57.858,3,Parque O'Higgins,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,,,,-68.83512,-32.89482,"-68,83512-32,89482",11991,51.91592
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-68.85902,-32.89487,"-68,85902-32,89487",12001,18.21419
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.864,-32.89493,"-68,864-32,89493",12021,1.14465
5ta Seccion Residencial Sur,Residencial urbano,Urbano,33.844,5,Residencial Sur,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,,,,-68.85533,-32.89498,"-68,85533-32,89498",12051,16.54634
3ra Seccion Parque O'Higgins,Central,Altamente urbano,56.67,3,Parque O'Higgins,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,,,,-68.83683,-32.89504,"-68,83683-32,89504",12089,83.79691
3ra Seccion Parque O'Higgins,Central,Altamente urbano,57.858,3,Parque O'Higgins,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,,,,-68.83633,-32.89512,"-68,83633-32,89512",12125,72.92603
2da Seccion Barrio Civico,Comercial,Altamente urbano,139.817,2,Barrio Civico,500070315,427,209,14,37,99,11,36,6,77,11,44,208,22,406,11,2,0,0,,,,-68.83948,-32.89519,"-68,83948-32,89519",12135,83.45579
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46.368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-68.83293,-32.89518,"-68,83293-32,89518",12140,24.6532
2da Seccion Barrio Civico,Comercial,Altamente urbano,56.67,2,Barrio Civico,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,,,,-68.83776,-32.89551,"-68,83776-32,89551",12194,101.90508
5ta Seccion Residencial Sur,Residencial urbano,Urbano,73.638,5,Residencial Sur,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,,,,-68.86181,-32.89562,"-68,86181-32,89562",12216,6.0813
5ta Seccion Residencial Sur,Residencial urbano,Urbano,73.638,5,Residencial Sur,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,,,,-68.86073,-32.89569,"-68,86073-32,89569",12227,12.02944
5ta Seccion Residencial Sur,Residencial urbano,Urbano,59.546,5,Residencial Sur,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,,,,-68.85747,-32.89574,"-68,85747-32,89574",12248,15.34336
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-68.85918,-32.89576,"-68,85918-32,89576",12256,19.11072
2da Seccion Barrio Civico,Central,Altamente urbano,118.038,2,Barrio Civico,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,,,,-68.84785,-32.89612,"-68,84785-32,89612",12402,26.31671
2da Seccion Barrio Civico,Central,Altamente urbano,13.145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-68.85022,-32.89616,"-68,85022-32,89616",12411,20.75145
2da Seccion Barrio Civico,Central,Altamente urbano,13.145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-68.8502,-32.89616,"-68,8502-32,89616",12416,20.79253
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,,,,-68.83359,-32.89628,"-68,83359-32,89628",12486,30.78122
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-68.85936,-32.89682,"-68,85936-32,89682",12643,19.11666
5ta Seccion Residencial Sur,Residencial urbano,Urbano,65.006,5,Residencial Sur,500070907,647,256,14,70,127,11,70,19,117,12,66,302,30,616,18,0,0,1,,,,-68.861,-32.89828,"-68,861-32,89828",12897,16.24315
9na Seccion Parque Gral. San Martin,Residencial de uso controlado,Interfaz,2.279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.89347,-32.89861,"-68,89347-32,89861",12903,0
5ta Seccion Residencial Sur,Especial Parque Gral. San Marti要,Especial,53.944,5,Residencial Sur,500070909,264,82,2,39,46,11,19,6,66,14,22,108,8,243,13,0,0,0,,,,-68.86361,-32.89868,"-68,86361-32,89868",12906,4.45291
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.86422,-32.89869,"-68,86422-32,89869",12907,3.44857
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,2.279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.89316,-32.89885,"-68,89316-32,89885",12920,0
11ra Seccion San Agustin,Residencial de uso controlado,Interfaz,2.279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.89374,-32.89889,"-68,89374-32,89889",12925,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,0.019,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68.87045,-32.89895,"-68,87045-32,89895",12935,0
11ra Seccion San Agustin,Residencial de uso controlado,Interfaz,2.279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.89412,-32.8991,"-68,89412-32,8991",12963,0
2da Seccion Barrio Civico,Central,Altamente urbano,13.145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-68.84808,-32.89912,"-68,84808-32,89912",12980,3.9082
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,2.279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.87931,-32.89925,"-68,87931-32,89925",13001,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,65.006,5,Residencial Sur,500070907,647,256,14,70,127,11,70,19,117,12,66,302,30,616,18,0,0,1,,,,-68.86236,-32.89929,"-68,86236-32,89929",13063,6.75374
11ra Seccion San Agustin,Zona de inundacion de dique,Natural,2.279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.89436,-32.89933,"-68,89436-32,89933",13079,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,80.981,5,Residencial Sur,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,,,,-68.85698,-32.89936,"-68,85698-32,89936",13121,13.75342
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti要,Especial,2.279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-68.88288,-32.89951,"-68,88288-32,89951",13232,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,,,,-68.83589,-32.89978,"-68,83589-32,89978",13379,23.58364
,,,,,,500210219,470,119,13,166,36,28,170,57,94,17,18,26,0,387,48,8,2,6,,,,-68.87696,-32.9,"-68,87696-32,9",13394,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69.731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-68.85838,-32.90043,"-68,85838-32,90043",13482,24.78298
2da Seccion Barrio Civico,Residencial urbano,Urbano,13.145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-68.84472,-32.90074,"-68,84472-32,90074",13620,29.80665
2da Seccion Barrio Civico,Comercial,Altamente urbano,36.626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-68.83683,-32.90099,"-68,83683-32,90099",13691,26.72312
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280107,666,242,22,106,128,17,129,15,208,20,54,178,11,615,20,1,0,0,,,,-68.83667,-32.90102,"-68,83667-32,90102",13699,24.05438
2da Seccion Barrio Civico,Comercial,Altamente urbano,36.626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-68.83794,-32.9014,"-68,83794-32,9014",13785,27.14658
5ta Seccion Residencial Sur,Residencial urbano,Urbano,74.301,5,Residencial Sur,500070912,340,146,13,31,66,7,26,8,63,19,32,165,10,323,8,0,1,3,,,,-68.86432,-32.90152,"-68,86432-32,90152",13805,0.78192
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52.035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-68.86135,-32.90158,"-68,86135-32,90158",13822,13.9494
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.1,5,Residencial Sur,500070910,656,263,20,86,111,15,66,19,112,26,74,305,16,620,19,0,0,0,,,,-68.85716,-32.90161,"-68,85716-32,90161",13862,17.60351
2da Seccion Barrio Civico,Residencial urbano,Urbano,71.197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-68.84505,-32.90186,"-68,84505-32,90186",13937,31.58146
2da Seccion Barrio Civico,Comercial,Altamente urbano,36.626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-68.83808,-32.90194,"-68,83808-32,90194",13978,24.66603
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52.035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-68.86138,-32.90213,"-68,86138-32,90213",14045,8.98694
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52.035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-68.86263,-32.90217,"-68,86263-32,90217",14057,2.12084
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84246,-32.90228,"-68,84246-32,90228",14112,55.60411
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.83952,-32.90234,"-68,83952-32,90234",14148,22.50035
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84169,-32.90246,"-68,84169-32,90246",14254,44.90401
2da Seccion Barrio Civico,Residencial urbano,Urbano,47.647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-68.84651,-32.9025,"-68,84651-32,9025",14273,20.78128
2da Seccion Barrio Civico,Residencial urbano,Urbano,47.647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-68.84585,-32.90258,"-68,84585-32,90258",14305,25.3117
2da Seccion Barrio Civico,,,64.991,2,Barrio Civico,500070810,631,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,,,,-68.85067,-32.90318,"-68,85067-32,90318",14446,5.27302
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84075,-32.90342,"-68,84075-32,90342",14523,24.89877
2da Seccion Barrio Civico,,,47.647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-68.84727,-32.90352,"-68,84727-32,90352",14549,13.09695
2da Seccion Barrio Civico,Residencial urbano,Urbano,47.647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-68.84655,-32.90359,"-68,84655-32,90359",14567,15.67562
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84281,-32.90365,"-68,84281-32,90365",14590,43.77019
2da Seccion Barrio Civico,Residencial urbano,Urbano,71.197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-68.84466,-32.90378,"-68,84466-32,90378",14601,29.56896
2da Seccion Barrio Civico,Residencial urbano,Urbano,71.197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-68.8442,-32.90383,"-68,8442-32,90383",14617,33.52559
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84285,-32.90396,"-68,84285-32,90396",14634,36.11898
,Comercial,Altamente urbano,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84221,-32.90403,"-68,84221-32,90403",14639,29.87595
,Comercial,Altamente urbano,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84214,-32.90404,"-68,84214-32,90404",14644,28.85405
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84102,-32.90416,"-68,84102-32,90416",14654,17.78302
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.84095,-32.90417,"-68,84095-32,90417",14656,17.4122
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.83994,-32.90428,"-68,83994-32,90428",14661,18.68894
2da Seccion Barrio Civico,,,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.83938,-32.90434,"-68,83938-32,90434",14669,21.5903
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.8383,-32.90446,"-68,8383-32,90446",14686,20.41229
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-68.8379,-32.9045,"-68,8379-32,9045",14692,17.63202
11ra Seccion San Agustin,Residencial urbano,Urbano,65.351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-68.91387,-32.88577,"-68,91387-32,88577",14699,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65.351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-68.91319,-32.88615,"-68,91319-32,88615",14709,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65.351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-68.91131,-32.88632,"-68,91131-32,88632",14715,0
11ra Seccion San Agustin,Residencial urbano,Urbano,9.736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-68.90954,-32.88673,"-68,90954-32,88673",14721,0.17173
11ra Seccion San Agustin,Residencial urbano,Urbano,9.736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-68.91043,-32.88706,"-68,91043-32,88706",14723,0.16152
11ra Seccion San Agustin,Residencial urbano,Urbano,65.351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-68.91176,-32.88744,"-68,91176-32,88744",14724,0
11ra Seccion San Agustin,Residencial urbano,Urbano,9.736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-68.90869,-32.88673,"-68,90869-32,88673",14726,0.23306
